order	family	genus	scientificName	decimalLatitude	decimalLongitude	SITECODE	SITENAME	RELEASE_DA	MS	SITETYPE	INSPIRE_ID	PER.x	Code_18	Remark	Area_Ha	ID	GRID_CODE	LABEL1	LABEL2	LABEL3	RGB	hex	PER.y	elevation	hilda_transition	hilda_2018	hilda_1998	hilda_transition.1	hilda_2018.1	hilda_1998.1
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.194	24.4655	GR4330003	KOURTALIOTIKO FARANGI - MONI PREVELI - EVRYTERI PERIOCHI	2021-12-14	GR	B	NA	ะ. สัวิวำ	333	NA	99.76533725497636	EU_672514	32	Forest and semi natural areas	Open spaces with little or no vegetation	Sparsely vegetated areas	204-255-204	#CCFFCC	ะ. สัวิวำ	131.4617462158203	33	33	33	33	33	33
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1947	25.439	GR4320002	DIKTI: OROPEDIO LASITHIOU, KATHARO, SELENA, SELAKANO, CHALASMENI KORYFI	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	9764.756082925449	EU_662508	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	848.59014892578125	33	33	33	33	33	33
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1947	25.4407	GR4320002	DIKTI: OROPEDIO LASITHIOU, KATHARO, SELENA, SELAKANO, CHALASMENI KORYFI	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	9764.756082925449	EU_662508	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	824.3416748046875	33	33	33	33	33	33
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1958	25.0004	NA	NA	NA	NA	NA	NA	NA	112	NA	47.82199313505858	EU_630030	2	Artificial surfaces	Urban fabric	Discontinuous urban fabric	255-000-000	#FF0000	ะ. สัวิวำ	490.7640380859375	11	11	11	11	11	11
Coleoptera	Carabidae	Acinopus	Acinopus creticus	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha cylindritarsis	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis montana	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dendarus	Dendarus foraminosus foraminosus	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dendarus	Dendarus graecus	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Carabidae	Harpalus	Harpalus sulphuripes creticus	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Odocnemis	Odocnemis cretensis	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Raiboscelis	Raiboscelis corvinus slamai	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Carabidae	Tapinopterus	Tapinopterus stepaneki stepaneki	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Carabidae	Zabrus	Zabrus oertzeni oertzeni	35.1964	24.8383	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1356.7547607421875	22	22	22	22	22	22
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Carabidae	Acinopus	Acinopus creticus	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Carabidae	Carabus	Carabus banoni	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis montana	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Orthoptera	Tettigoniidae	Eupholidoptera	Eupholidoptera forcipata	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Carabidae	Harpalus	Harpalus sulphuripes creticus	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Diplopoda	Julidae	Megaphyllum	Megaphyllum cretica	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Odocnemis	Odocnemis cretensis	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Carabidae	Platyderus	Platyderus jedlickai	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Orthoptera	Phaneropteridae	Poecilimon	Poecilimon cretensis	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus graecus	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Orthoptera	Tettigoniidae	Eupholidoptera	Eupholidoptera gemellata	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Orthoptera	Tettigoniidae	Platycleis	Platycleis albopunctata cretica	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Carabidae	Zabrus	Zabrus oertzeni oertzeni	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Orthoptera	Gryllidae	Ovaliptila	Ovaliptila lindbergi	35.1973	24.792	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1906.440673828125	33	33	33	33	33	33
Coleoptera	Carabidae	Carabus	Carabus banoni	35.1979	25.0053	NA	NA	NA	NA	NA	NA	NA	223	NA	530.1952587800097	EU_637389	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	473.5437927246094	11	11	11	11	11	11
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1979	25.0053	NA	NA	NA	NA	NA	NA	NA	223	NA	530.1952587800097	EU_637389	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	473.5437927246094	11	11	11	11	11	11
Coleoptera	Carabidae	Tapinopterus	Tapinopterus creticus	35.1979	25.0053	NA	NA	NA	NA	NA	NA	NA	223	NA	530.1952587800097	EU_637389	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	473.5437927246094	11	11	11	11	11	11
Coleoptera	Carabidae	Tschitscherinellus	Tschitscherinellus cordatus minos	35.1979	25.0053	NA	NA	NA	NA	NA	NA	NA	223	NA	530.1952587800097	EU_637389	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	473.5437927246094	11	11	11	11	11	11
Coleoptera	Tenebrionidae	Dendarus	Dendarus puncticollis	35.1981	25.7312	NA	NA	NA	NA	NA	NA	NA	323	NA	39.22298469000274	EU_662467	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	22.681211471557617	0	0	0	0	0	0
Coleoptera	Carabidae	Acinopus	Acinopus creticus	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis montana	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Coleoptera	Carabidae	Harpalus	Harpalus sulphuripes creticus	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Odocnemis	Odocnemis cretensis	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Coleoptera	Carabidae	Zabrus	Zabrus oertzeni oertzeni	35.1987	24.7938	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	335.85401051993705	EU_662233	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1917.2335205078125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis montana	35.1999	24.7869	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	1003.9232377351537	EU_658457	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1908.4647216796875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus foraminosus foraminosus	35.1999	24.7869	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	1003.9232377351537	EU_658457	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1908.4647216796875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.1999	24.7869	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	1003.9232377351537	EU_658457	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1908.4647216796875	33	33	33	33	33	33
Coleoptera	Carabidae	Harpalus	Harpalus sulphuripes creticus	35.1999	24.7869	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	1003.9232377351537	EU_658457	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1908.4647216796875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus puncticollis	35.2003	25.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0
Chilopoda	Scolopendridae	Scolopendra	Scolopendra cretica	35.2006	26.2917	GR4320006	VOREIOANATOLIKO AKRO KRITIS: DIONYSADES, ELASA KAI CHERSONISOS SIDERO (AKRA MAVRO MOURI โ€“ VAI โ€“ AKRA PLAKAS) KAI THALASSIA ZONI	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	34.09136187995686	EU_709467	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	0.041340090334415436	0	0	0	0	0	0
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.2011	24.4766	GR4330003	KOURTALIOTIKO FARANGI - MONI PREVELI - EVRYTERI PERIOCHI	2021-12-14	GR	B	NA	ะ. สัวิวำ	223	NA	183.11756527495817	EU_637288	17	Agricultural areas	Permanent crops	Olive groves	230-166-000	#E6A600	ะ. สัวิวำ	310.242919921875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.2019	24.8449	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	341.3208222149119	EU_658478	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1340.0252685546875	33	33	33	33	33	33
Chilopoda	Scolopendridae	Scolopendra	Scolopendra cretica	35.203	25.4593	GR4320002	DIKTI: OROPEDIO LASITHIOU, KATHARO, SELENA, SELAKANO, CHALASMENI KORYFI	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	9764.756082925449	EU_662508	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	865.76226806640625	44	44	44	44	44	44
Scorpiones	Euscorpiidae	Euscorpius	Euscorpius candiota	35.2037	24.0642	GR4340008	LEFKA ORI KAI PARAKTIA ZONI	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	13167.407602599744	EU_658510	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	91.442230224609375	35	55	33	35	55	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus foraminosus foraminosus	35.2045	24.8904	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	155.04649089997602	EU_658458	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1543.6396484375	33	33	33	33	33	33
Chilopoda	Scolopendridae	Scolopendra	Scolopendra cretica	35.2045	24.8904	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	155.04649089997602	EU_658458	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1543.6396484375	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus graecus	35.2057	24.8065	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	1003.9232377351537	EU_658457	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1941.5147705078125	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.2057	24.8065	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	321	NA	1003.9232377351537	EU_658457	26	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Natural grasslands	204-242-077	#CCF24D	ะ. สัวิวำ	1941.5147705078125	33	33	33	33	33	33
Coleoptera	Carabidae	Acinopus	Acinopus creticus	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Blaps	Blaps cretensis	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Carabidae	Carabus	Carabus banoni	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dailognatha	Dailognatha quadricollis montana	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus graecus	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Dendarus	Dendarus politus	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Carabidae	Harpalus	Harpalus sulphuripes creticus	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
Coleoptera	Tenebrionidae	Raiboscelis	Raiboscelis corvinus slamai	35.2064	24.833	GR4330005	OROS IDI (VORIZIA, GERANOI, KALI MADARA)	2021-12-14	GR	B	NA	ะ. สัวิวำ	323	NA	36760.92526022485	EU_662533	28	Forest and semi natural areas	Scrub and/or herbaceous vegetation associations	Sclerophyllous vegetation	166-230-077	#A6E64D	ะ. สัวิวำ	1412.7352294921875	33	33	33	33	33	33
