assessmentId,scientificName,internalTaxonId,doi
70624269,Eupholidoptera pallipes,44711866,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44711866A70624269.en
70624635,Parnassiana chelmos,68450071,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450071A70624635.en
70624651,Parnassiana coracis,68450152,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450152A70624651.en
70624666,Parnassiana dirphys,68450165,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450165A70624666.en
70624681,Parnassiana fusca,68450223,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450223A70624681.en
70624696,Parnassiana gionica,68450237,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450237A70624696.en
70624711,Parnassiana menalon,68450241,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450241A70624711.en
70624738,Parnassiana nigromarginata,68450251,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450251A70624738.en
70624763,Parnassiana panaetolikon,68450271,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450271A70624763.en
70624784,Parnassiana parnassica,68450303,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450303A70624784.en
70624834,Parnassiana parnon,68450311,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450311A70624834.en
70624861,Parnassiana tenuis,68450318,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450318A70624861.en
70624888,Parnassiana tymphiensis,68450364,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450364A70624888.en
70624904,Parnassiana tymphrestos,68450372,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68450372A70624904.en
70624951,Pholidoptera lucasi,68451909,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68451909A70624951.en
70624978,Rhacocleis agiostratica,44698034,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698034A70624978.en
70625066,Rhacocleis crypta,44698051,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698051A70625066.en
70625081,Rhacocleis derrai,44698053,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698053A70625081.en
70625107,Rhacocleis distinguenda,44698055,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698055A70625107.en
70625138,Rhacocleis edentata,44698057,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698057A70625138.en
70625171,Rhacocleis ferdinandi,44698059,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44698059A70625171.en
