user_supplied_name	submitted_name	matched_name	data_source_title	score
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus Sama, 1995	BioLib.cz	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus Sama, 1995	nlbif	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus Sama 1995	Index to Organism Names	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus Sama, 1995	uBio NameBank	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus Sama, 2003	uBio NameBank	0.988
Stenopterus creticus	Stenopterus creticus	Stenopterus creticus SAMA Gianfranco, 2003	uBio NameBank	0.988
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Encyclopedia of Life	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	uBio NameBank	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis (Sláma, 1982)	Catalogue of Life Checklist	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura (Stictoleptura) cordigera anojiaensis Özdikmen, 2014	Catalogue of Life Checklist	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis (Sláma, 1982)	GBIF Backbone Taxonomy	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis Özdikmen, 2014	GBIF Backbone Taxonomy	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis (Sláma, 1982)	BioLib.cz	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis (Sláma, 1982)	nlbif	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis (Sláma, 1982)	uBio NameBank	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera subsp. anojiaensis (Sláma, 1982)	uBio NameBank	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera subsp. anojiaensis	uBio NameBank	0.999
Stictoleptura cordigera anojiaensis	Stictoleptura cordigera anojiaensis	Stictoleptura cordigera subsp. anojiaensis	PLAZI treatments	0.999
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae	Encyclopedia of Life	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae	uBio NameBank	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae	Open Tree of Life Reference Taxonomy	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae Novak, 1995	Catalogue of Life Checklist	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae Novak, 1995	GBIF Backbone Taxonomy	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae Novak, 1995	EUNIS	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae Novak, 1995	BioLib.cz	0.988
Strigopteroides margotanae	Strigopteroides margotanae	Strigopteroides margotanae Novak 1995	Index to Organism Names	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis	Encyclopedia of Life	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis	Index to Organism Names	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis	uBio NameBank	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis Konow, 1887	GBIF Backbone Taxonomy	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis Konow, 1887	EUNIS	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis Konow, 1887	BioLib.cz	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis Konow 1887	Index to Organism Names	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis Konow 1887	uBio NameBank	0.988
Strongylogaster cretensis	Strongylogaster cretensis	Strongylogaster cretensis KONOW 1887	PLAZI treatments	0.988
Theridion helena	Theridion helena	Theridion helena	Encyclopedia of Life	0.988
Theridion helena	Theridion helena	Theridion helena	Open Tree of Life Reference Taxonomy	0.988
Theridion helena	Theridion helena	Theridion helena Wunderlich, 2011	Catalogue of Life Checklist	0.988
Theridion helena	Theridion helena	Theridion helena Wunderlich, 2011	Integrated Taxonomic Information SystemITIS	0.988
Theridion helena	Theridion helena	Theridion helena Wunderlich, 2011	GBIF Backbone Taxonomy	0.988
Theridion helena	Theridion helena	Theridion helena Wunderlich 2011	Index to Organism Names	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri	Encyclopedia of Life	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri	uBio NameBank	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri	Arctos	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri	Open Tree of Life Reference Taxonomy	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	Catalogue of Life Checklist	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	The Interim Register of Marine and Nonmarine Genera	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	GBIF Backbone Taxonomy	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	EUNIS	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	IUCN Red List of Threatened Species	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1981	BioLib.cz	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	nlbif	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh 1982	Index to Organism Names	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri Holzschuh, 1982	uBio NameBank	0.988
Trichoferus bergeri	Trichoferus bergeri	Trichoferus bergeri HOLZSCHUH 1982	PLAZI treatments	0.988
Zodarion spinibarbe	Zodarion spinibarbe	Zodarion spinibarbe	Encyclopedia of Life	0.988
Zodarion spinibarbe	Zodarion spinibarbe	Zodarion spinibarbe	Open Tree of Life Reference Taxonomy	0.988
Zodarion spinibarbe	Zodarion spinibarbe	Zodarion spinibarbe Wunderlich, 1973	Catalogue of Life Checklist	0.988
Zodarion spinibarbe	Zodarion spinibarbe	Zodarion spinibarbe Wunderlich, 1973	Integrated Taxonomic Information SystemITIS	0.988
Zodarion spinibarbe	Zodarion spinibarbe	Zodarion spinibarbe Wunderlich, 1973	GBIF Backbone Taxonomy	0.988
Zodarion spinibarbe	Zodarion spinibarbe	Zodarion spinibarbe Wunderlich 1973	Index to Organism Names	0.988
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Encyclopedia of Life	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	uBio NameBank	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli Sláma, 1986	Catalogue of Life Checklist	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia (Epoptes) cynarae michaeli Sláma, 1986	Catalogue of Life Checklist	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli Sláma, 1986	GBIF Backbone Taxonomy	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli Sláma, 1987	BioLib.cz	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli Sláma, 1986	nlbif	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli Slama 1986	Index to Organism Names	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae michaeli Sláma, 1986	uBio NameBank	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae subsp. michaeli Sláma, 1986	uBio NameBank	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae subsp. michaeli	uBio NameBank	0.999
Agapanthia cynarae michaeli	Agapanthia cynarae michaeli	Agapanthia cynarae subsp. michaeli SLAMA 1986	PLAZI treatments	0.999
Alevonota cretica	Alevonota cretica	Alevonota cretica	Encyclopedia of Life	0.988
Alevonota cretica	Alevonota cretica	Alevonota cretica	Open Tree of Life Reference Taxonomy	0.988
Alevonota cretica	Alevonota cretica	Alevonota (Alevonota) cretica Assing & Wunderle, 2008	Catalogue of Life Checklist	0.988
Alevonota cretica	Alevonota cretica	Alevonota cretica Assing & Wunderle, 2008	GBIF Backbone Taxonomy	0.988
Alevonota cretica	Alevonota cretica	Alevonota (Alevonota) cretica Assing & Wunderle 2008	Index to Organism Names	0.988
Alevonota cretica	Alevonota cretica	Alevonota (Alevonota) cretica Wunderle 2008	PLAZI treatments	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus foedatus	Wikispecies	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus foedatus	Encyclopedia of Life	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus (Moreotyphlus) foedatus Assing, 2019	Catalogue of Life Checklist	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus foedatus Assing, 2019	GBIF Backbone Taxonomy	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus (Moreotyphlus) foedatus Assing 2019	Index to Organism Names	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus (Moreotyphlus) foedatus	Index to Organism Names	0.988
Allotyphlus foedatus	Allotyphlus foedatus	Allotyphlus (Moreotyphlus) foedatus Assing & Brachat & Meybohm 2019	PLAZI treatments	0.988
Aloconota brachyptera	Aloconota brachyptera	Aloconota brachyptera	Wikispecies	0.988
Aloconota brachyptera	Aloconota brachyptera	Aloconota brachyptera	Encyclopedia of Life	0.988
Aloconota brachyptera	Aloconota brachyptera	Aloconota brachyptera	Open Tree of Life Reference Taxonomy	0.988
Aloconota brachyptera	Aloconota brachyptera	Aloconota (Aloconota) brachyptera Assing, 2013	Catalogue of Life Checklist	0.988
Aloconota brachyptera	Aloconota brachyptera	Aloconota brachyptera Assing, 2013	GBIF Backbone Taxonomy	0.988
Aloconota brachyptera	Aloconota brachyptera	Aloconota (Aloconota) brachyptera Assing 2013	Index to Organism Names	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens	Wikispecies	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens	Encyclopedia of Life	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens	Index to Organism Names	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens Brachat, 2019	Catalogue of Life Checklist	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens Brachat, 2019	GBIF Backbone Taxonomy	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens Brachat 2019	Index to Organism Names	0.988
Amauronyx occidens	Amauronyx occidens	Amauronyx occidens Assing & Brachat & Meybohm 2019	PLAZI treatments	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni	Encyclopedia of Life	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni	Open Tree of Life Reference Taxonomy	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni (Konow, 1887)	GBIF Backbone Taxonomy	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni (Konow, 1887)	EUNIS	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni (Konow, 1887)	BioLib.cz	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni (Konow 1887)	Index to Organism Names	0.988
Aneugmenus oertzeni	Aneugmenus oertzeni	Aneugmenus oertzeni Konow 1887	PLAZI treatments	0.988
Astenus minos	Astenus minos	Astenus minos	Encyclopedia of Life	0.988
Astenus minos	Astenus minos	Astenus minos	uBio NameBank	0.988
Astenus minos	Astenus minos	Astenus minos	Open Tree of Life Reference Taxonomy	0.988
Astenus minos	Astenus minos	Astenus (Eurysunius) minos Assing, 2003	Catalogue of Life Checklist	0.988
Astenus minos	Astenus minos	Astenus minos Assing, 2003	GBIF Backbone Taxonomy	0.988
Astenus minos	Astenus minos	Astenus (Eurysunius) minos Assing 2003	Index to Organism Names	0.988
Astenus minos	Astenus minos	Astenus (Eurysunius) minos	uBio NameBank	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte	Encyclopedia of Life	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte	uBio NameBank	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte	Arctos	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte	Open Tree of Life Reference Taxonomy	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	Catalogue of Life Checklist	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	Integrated Taxonomic Information SystemITIS	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	The Interim Register of Marine and Nonmarine Genera	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	GBIF Backbone Taxonomy	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	EUNIS	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	BioLib.cz	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	nlbif	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky 1972	Index to Organism Names	0.988
Beraeamyia aphyrte	Beraeamyia aphyrte	Beraeamyia aphyrte Malicky, 1972	uBio NameBank	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus	Wikispecies	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus	Encyclopedia of Life	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus	Index to Organism Names	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus Brachat, 2019	Catalogue of Life Checklist	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus Brachat, 2019	GBIF Backbone Taxonomy	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus Brachat 2019	Index to Organism Names	0.988
Bryaxis meybohmianus	Bryaxis meybohmianus	Bryaxis meybohmianus Assing & Brachat & Meybohm 2019	PLAZI treatments	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus	National Center for Biotechnology Information	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus	Encyclopedia of Life	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus	uBio NameBank	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus	Index Animalium	0.988
Dendarus graecus	Dendarus graecus	Dendarus (Pandarinus) graecus Brullé GA 1832	Union 4	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brulle, 1832	GBIF Backbone Taxonomy	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brullé, 1832	EUNIS	0.988
Dendarus graecus	Dendarus graecus	Dendarus (Pandarinus) graecus	CU*STAR	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brullé, 1832	BioLib.cz	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brulle 1832	Index to Organism Names	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brulle in Bory de St V. 1832	Index to Organism Names	0.988
Dendarus graecus	Dendarus graecus	Dendarus (Pandarinus) graecus Brullé GA 1832	uBio NameBank	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brullé, 1832	uBio NameBank	0.988
Dendarus graecus	Dendarus graecus	Dendarus graecus Brulle 1832	uBio NameBank	0.988
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata	Encyclopedia of Life	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata	uBio NameBank	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata Sama, 1996	Catalogue of Life Checklist	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata Sama, 1996	GBIF Backbone Taxonomy	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata Sama, 1997	EUNIS	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata Sama, 1997	BioLib.cz	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata Sama 1996	Index to Organism Names	0.999
Deroplia troberti cruciata	Deroplia troberti cruciata	Deroplia troberti cruciata Sama, 1996	uBio NameBank	0.999
Gabrius candicus	Gabrius candicus	Gabrius candicus	Wikispecies	0.988
Gabrius candicus	Gabrius candicus	Gabrius candicus	Encyclopedia of Life	0.988
Gabrius candicus	Gabrius candicus	Gabrius candicus	Index to Organism Names	0.988
Gabrius candicus	Gabrius candicus	Gabrius candicus Assing, 2019	Catalogue of Life Checklist	0.988
Gabrius candicus	Gabrius candicus	Gabrius candicus Assing, 2019	GBIF Backbone Taxonomy	0.988
Gabrius candicus	Gabrius candicus	Gabrius candicus Assing 2019	Index to Organism Names	0.988
Gabrius candicus	Gabrius candicus	Gabrius candicus Assing & Brachat & Meybohm 2019	PLAZI treatments	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	National Center for Biotechnology Information	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Encyclopedia of Life	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Index to Organism Names	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	uBio NameBank	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Open Tree of Life Reference Taxonomy	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	PLAZI treatments	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys Malicky, 2001	GBIF Backbone Taxonomy	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys Malicky, 2001	EUNIS	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys Malicky, 2001	BioLib.cz	0.988
Hydropsyche rhadamanthys	Hydropsyche rhadamanthys	Hydropsyche rhadamanthys Malicky 2001	Index to Organism Names	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon	Encyclopedia of Life	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon	Index to Organism Names	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon	uBio NameBank	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon	Open Tree of Life Reference Taxonomy	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon	PLAZI treatments	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon Malicky, 2001	GBIF Backbone Taxonomy	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon Malicky, 2001	EUNIS	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon Malicky, 2001	BioLib.cz	0.988
Hydropsyche sarpedon	Hydropsyche sarpedon	Hydropsyche sarpedon Malicky 2001	Index to Organism Names	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae	Encyclopedia of Life	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae	uBio NameBank	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae	Arctos	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae	Open Tree of Life Reference Taxonomy	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Sláma, 1982	Catalogue of Life Checklist	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Sláma, 1982	The Interim Register of Marine and Nonmarine Genera	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Sláma, 1982	GBIF Backbone Taxonomy	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Slama, 1982	EUNIS	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Slama, 1982	IUCN Red List of Threatened Species	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Sláma, 1982	BioLib.cz	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Sláma, 1982	nlbif	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Slama 1982	Index to Organism Names	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae Sláma, 1982	uBio NameBank	0.988
Isotomus jarmilae	Isotomus jarmilae	Isotomus jarmilae SLAMA 1982	PLAZI treatments	0.988
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens yveni Mannerheim, 1837	Catalogue of Life Checklist	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens yveni	Wikispecies	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens ivenii Mannerheim, 1837	GBIF Backbone Taxonomy	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens yveni Mannerheim, 1837	GBIF Backbone Taxonomy	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens ivenii	Encyclopedia of Life	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens yveni	Encyclopedia of Life	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens ivenii Mannerheim, 1837	EUNIS	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens ivenii Mannerheim, 1837	BioLib.cz	0.54
Julodis pubescens yvenii	Julodis pubescens yvenii	Julodis pubescens yveni Mannerheim, 1837	BioLib.cz	0.54
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus	Wikispecies	0.988
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus	Encyclopedia of Life	0.988
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus	Index to Organism Names	0.988
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus Assing, 2019	Catalogue of Life Checklist	0.988
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus Assing, 2019	GBIF Backbone Taxonomy	0.988
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus Assing 2019	Index to Organism Names	0.988
Kenotyphlus virgatus	Kenotyphlus virgatus	Kenotyphlus virgatus Assing & Brachat & Meybohm 2019	PLAZI treatments	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni	Encyclopedia of Life	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni	CU*STAR	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni	uBio NameBank	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni	Open Tree of Life Reference Taxonomy	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni Reitter E 1885	Union 4	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni Reitter, 1885	GBIF Backbone Taxonomy	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni Reitter, 1885	EUNIS	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni Reitter, 1885	BioLib.cz	0.988
Laena oertzeni	Laena oertzeni	Laena oertzeni Reitter E 1885	uBio NameBank	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana	Encyclopedia of Life	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana	uBio NameBank	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana	Open Tree of Life Reference Taxonomy	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana Novak, 1990	Catalogue of Life Checklist	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana Novak, 1990	GBIF Backbone Taxonomy	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana Novak, 1990	EUNIS	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis margotana Novak, 1990	BioLib.cz	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis (Latipalpis) margotana Novak 1990	Index to Organism Names	0.988
Latipalpis margotana	Latipalpis margotana	Latipalpis (Latipalpis) margotana	uBio NameBank	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica	Wikispecies	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica	Encyclopedia of Life	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica	Index to Organism Names	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica Meybohm, 2019	Catalogue of Life Checklist	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica Meybohm, 2019	GBIF Backbone Taxonomy	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica Meybohm 2019	Index to Organism Names	0.988
Leptomastax cretica	Leptomastax cretica	Leptomastax cretica MEYBOHM 2019	PLAZI treatments	0.988
Medon beroni	Medon beroni	Medon beroni	Wikispecies	0.988
Medon beroni	Medon beroni	Medon beroni	Encyclopedia of Life	0.988
Medon beroni	Medon beroni	Medon beroni	Open Tree of Life Reference Taxonomy	0.988
Medon beroni	Medon beroni	Medon beroni Coiffait, 1970	Catalogue of Life Checklist	0.988
Medon beroni	Medon beroni	Medon beroni Coiffait, 1970	GBIF Backbone Taxonomy	0.988
Medon beroni	Medon beroni	Medon beroni Coiffait, 1970	EUNIS	0.988
Medon beroni	Medon beroni	Medon beroni Coiffait, 1970	BioLib.cz	0.988
Medon beroni	Medon beroni	Medon beroni Coiffait 1969	Index to Organism Names	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii	Wikispecies	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii	Encyclopedia of Life	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii	Open Tree of Life Reference Taxonomy	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii Coiffait, 1976	Catalogue of Life Checklist	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii Coiffait, 1976	GBIF Backbone Taxonomy	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii Coiffait, 1976	EUNIS	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii Coiffait, 1976	BioLib.cz	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii Coiffait 1976	Index to Organism Names	0.988
Medon cerrutii	Medon cerrutii	Medon cerrutii COIFFAIT 1976	PLAZI treatments	0.988
