gbif	kingdom	phylum	genus	species	class	order	family
1428891	Animalia	Arthropoda	Cannaphila	Cannaphila insularis	Insecta	Odonata	Libellulidae
1428897	Animalia	Arthropoda	Parazyxomma	Parazyxomma flavicans	Insecta	Odonata	Libellulidae
1428903	Animalia	Arthropoda	Planiplax	Planiplax sanguiniventris	Insecta	Odonata	Libellulidae
1428910	Animalia	Arthropoda	Nesciothemis	Nesciothemis farinosa	Insecta	Odonata	Libellulidae
1428915	Animalia	Arthropoda	Malgassophlebia	Malgassophlebia bispina	Insecta	Odonata	Libellulidae
1428919	Animalia	Arthropoda	Malgassophlebia	Malgassophlebia westfalli	Insecta	Odonata	Libellulidae
1428922	Animalia	Arthropoda	Bradinopyga	Bradinopyga cornuta	Insecta	Odonata	Libellulidae
1428924	Animalia	Arthropoda	Bradinopyga	Bradinopyga strachani	Insecta	Odonata	Libellulidae
1428952	Animalia	Arthropoda	Palpopleura	Palpopleura deceptor	Insecta	Odonata	Libellulidae
1428955	Animalia	Arthropoda	Palpopleura	Palpopleura lucia	Insecta	Odonata	Libellulidae
1428961	Animalia	Arthropoda	Palpopleura	Palpopleura portia	Insecta	Odonata	Libellulidae
1428962	Animalia	Arthropoda	Palpopleura	Palpopleura jucunda	Insecta	Odonata	Libellulidae
1428978	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax minuscula	Insecta	Odonata	Libellulidae
1428980	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax berenice	Insecta	Odonata	Libellulidae
1428993	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax connata	Insecta	Odonata	Libellulidae
1429002	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax fusca	Insecta	Odonata	Libellulidae
1429016	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax funerea	Insecta	Odonata	Libellulidae
1429032	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax fervida	Insecta	Odonata	Libellulidae
1429049	Animalia	Arthropoda	Erythrodiplax	Erythrodiplax umbrata	Insecta	Odonata	Libellulidae
1429071	Animalia	Arthropoda	Aethiothemis	Aethiothemis mediofasciata	Insecta	Odonata	Libellulidae
1429073	Animalia	Arthropoda	Aethiothemis	Aethiothemis solitaria	Insecta	Odonata	Libellulidae
1429077	Animalia	Arthropoda	Nesoxenia	Nesoxenia mysis	Insecta	Odonata	Libellulidae
1429089	Animalia	Arthropoda	Notiothemis	Notiothemis jonesi	Insecta	Odonata	Libellulidae
1429092	Animalia	Arthropoda	Notiothemis	Notiothemis robertsi	Insecta	Odonata	Libellulidae
1429113	Animalia	Arthropoda	Zygonyx	Zygonyx torridus	Insecta	Odonata	Libellulidae
1429131	Animalia	Arthropoda	Zygonyx	Zygonyx natalensis	Insecta	Odonata	Libellulidae
1429139	Animalia	Arthropoda	Zygonyx	Zygonyx regisalberti	Insecta	Odonata	Libellulidae
1429144	Animalia	Arthropoda	Zygonyx	Zygonyx flavicosta	Insecta	Odonata	Libellulidae
1429151	Animalia	Arthropoda	Rhodothemis	Rhodothemis nigripes	Insecta	Odonata	Libellulidae
1429155	Animalia	Arthropoda	Rhodothemis	Rhodothemis mauritsi	Insecta	Odonata	Libellulidae
1429172	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia intacta	Insecta	Odonata	Libellulidae
1429183	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia frigida	Insecta	Odonata	Libellulidae
1429184	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia hudsonica	Insecta	Odonata	Libellulidae
1429186	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia patricia	Insecta	Odonata	Libellulidae
1429192	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia glacialis	Insecta	Odonata	Libellulidae
1429198	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia proxima	Insecta	Odonata	Libellulidae
1429206	Animalia	Arthropoda	Leucorrhinia	Leucorrhinia borealis	Insecta	Odonata	Libellulidae
1429215	Animalia	Arthropoda	Tholymis	Tholymis tillarga	Insecta	Odonata	Libellulidae
1429220	Animalia	Arthropoda	Tholymis	Tholymis citrina	Insecta	Odonata	Libellulidae
1429224	Animalia	Arthropoda	Amphithemis	Amphithemis curvistyla	Insecta	Odonata	Libellulidae
1429237	Animalia	Arthropoda	Brachydiplax	Brachydiplax denticauda	Insecta	Odonata	Libellulidae
1429250	Animalia	Arthropoda	Brachydiplax	Brachydiplax sollaarti	Insecta	Odonata	Libellulidae
1429251	Animalia	Arthropoda	Brachydiplax	Brachydiplax duivenbodei	Insecta	Odonata	Libellulidae
1429258	Animalia	Arthropoda	Neodythemis	Neodythemis fitzgeraldi	Insecta	Odonata	Libellulidae
1429264	Animalia	Arthropoda	Neodythemis	Neodythemis nyungwe	Insecta	Odonata	Libellulidae
1429266	Animalia	Arthropoda	Neodythemis	Neodythemis takamandensis	Insecta	Odonata	Libellulidae
1429272	Animalia	Arthropoda	Neodythemis	Neodythemis munyaga	Insecta	Odonata	Libellulidae
1429285	Animalia	Arthropoda	Agrionoptera	Agrionoptera sanguinolenta	Insecta	Odonata	Libellulidae
1429286	Animalia	Arthropoda	Agrionoptera	Agrionoptera similis	Insecta	Odonata	Libellulidae
1429288	Animalia	Arthropoda	Agrionoptera	Agrionoptera bartola	Insecta	Odonata	Libellulidae
1429289	Animalia	Arthropoda	Agrionoptera	Agrionoptera cardinalis	Insecta	Odonata	Libellulidae
1429291	Animalia	Arthropoda	Agrionoptera	Agrionoptera insignis	Insecta	Odonata	Libellulidae
1429310	Animalia	Arthropoda	Agrionoptera	Agrionoptera sexlineata	Insecta	Odonata	Libellulidae
1429318	Animalia	Arthropoda	Orchithemis	Orchithemis xanthosoma	Insecta	Odonata	Libellulidae
1429322	Animalia	Arthropoda	Pacificothemis	Pacificothemis esakii	Insecta	Odonata	Libellulidae
1429324	Animalia	Arthropoda	Erythemis	Erythemis collocata	Insecta	Odonata	Libellulidae
1429325	Animalia	Arthropoda	Erythemis	Erythemis attala	Insecta	Odonata	Libellulidae
1429329	Animalia	Arthropoda	Erythemis	Erythemis peruviana	Insecta	Odonata	Libellulidae
1429333	Animalia	Arthropoda	Erythemis	Erythemis plebeja	Insecta	Odonata	Libellulidae
1429335	Animalia	Arthropoda	Erythemis	Erythemis mithroides	Insecta	Odonata	Libellulidae
1429338	Animalia	Arthropoda	Erythemis	Erythemis vesiculosa	Insecta	Odonata	Libellulidae
1429340	Animalia	Arthropoda	Erythemis	Erythemis simplicicollis	Insecta	Odonata	Libellulidae
1429354	Animalia	Arthropoda	Brechmorhoga	Brechmorhoga mendax	Insecta	Odonata	Libellulidae
1429357	Animalia	Arthropoda	Brechmorhoga	Brechmorhoga pertinax	Insecta	Odonata	Libellulidae
1429369	Animalia	Arthropoda	Brechmorhoga	Brechmorhoga praecox	Insecta	Odonata	Libellulidae
1429381	Animalia	Arthropoda	Hylaeothemis	Hylaeothemis clementia	Insecta	Odonata	Libellulidae
1429384	Animalia	Arthropoda	Hylaeothemis	Hylaeothemis fruhstorferi	Insecta	Odonata	Libellulidae
1429397	Animalia	Arthropoda	Aethriamanta	Aethriamanta rezia	Insecta	Odonata	Libellulidae
1429399	Animalia	Arthropoda	Aethriamanta	Aethriamanta brevipennis	Insecta	Odonata	Libellulidae
1429413	Animalia	Arthropoda	Oxythemis	Oxythemis phoenicosceles	Insecta	Odonata	Libellulidae
1429433	Animalia	Arthropoda	Zyxomma	Zyxomma atlanticum	Insecta	Odonata	Libellulidae
1429438	Animalia	Arthropoda	Indothemis	Indothemis carnatica	Insecta	Odonata	Libellulidae
1429454	Animalia	Arthropoda	Chalcostephia	Chalcostephia flavifrons	Insecta	Odonata	Libellulidae
1429461	Animalia	Arthropoda	Hypothemis	Hypothemis hageni	Insecta	Odonata	Libellulidae
1429463	Animalia	Arthropoda	Camacinia	Camacinia harterti	Insecta	Odonata	Libellulidae
1429466	Animalia	Arthropoda	Camacinia	Camacinia othello	Insecta	Odonata	Libellulidae
1429468	Animalia	Arthropoda	Raphismia	Raphismia inermis	Insecta	Odonata	Libellulidae
1429472	Animalia	Arthropoda	Macrodiplax	Macrodiplax cora	Insecta	Odonata	Libellulidae
1429476	Animalia	Arthropoda	Macrodiplax	Macrodiplax balteata	Insecta	Odonata	Libellulidae
1429489	Animalia	Arthropoda	Phyllothemis	Phyllothemis raymondi	Insecta	Odonata	Libellulidae
1429497	Animalia	Arthropoda	Dythemis	Dythemis maya	Insecta	Odonata	Libellulidae
1429503	Animalia	Arthropoda	Dythemis	Dythemis velox	Insecta	Odonata	Libellulidae
1429507	Animalia	Arthropoda	Dythemis	Dythemis nigrescens	Insecta	Odonata	Libellulidae
1429508	Animalia	Arthropoda	Dythemis	Dythemis fugax	Insecta	Odonata	Libellulidae
1429510	Animalia	Arthropoda	Atoconeura	Atoconeura pseudeudoxia	Insecta	Odonata	Libellulidae
1429511	Animalia	Arthropoda	Atoconeura	Atoconeura kenya	Insecta	Odonata	Libellulidae
1429512	Animalia	Arthropoda	Atoconeura	Atoconeura eudoxia	Insecta	Odonata	Libellulidae
1429520	Animalia	Arthropoda	Chalybeothemis	Chalybeothemis pruinosa	Insecta	Odonata	Libellulidae
1429521	Animalia	Arthropoda	Chalybeothemis	Chalybeothemis chini	Insecta	Odonata	Libellulidae
1429522	Animalia	Arthropoda	Chalybeothemis	Chalybeothemis fluviatilis	Insecta	Odonata	Libellulidae
1429532	Animalia	Arthropoda	Hydrobasileus	Hydrobasileus vittatus	Insecta	Odonata	Libellulidae
1429535	Animalia	Arthropoda	Thermochoria	Thermochoria equivocata	Insecta	Odonata	Libellulidae
1429546	Animalia	Arthropoda	Pornothemis	Pornothemis starrei	Insecta	Odonata	Libellulidae
1429547	Animalia	Arthropoda	Pornothemis	Pornothemis serrata	Insecta	Odonata	Libellulidae
1429554	Animalia	Arthropoda	Lanthanusa	Lanthanusa sufficiens	Insecta	Odonata	Libellulidae
1429555	Animalia	Arthropoda	Lanthanusa	Lanthanusa lamberti	Insecta	Odonata	Libellulidae
1429556	Animalia	Arthropoda	Lanthanusa	Lanthanusa donaldi	Insecta	Odonata	Libellulidae
1429557	Animalia	Arthropoda	Lanthanusa	Lanthanusa richardi	Insecta	Odonata	Libellulidae
1429558	Animalia	Arthropoda	Lanthanusa	Lanthanusa cyclopica	Insecta	Odonata	Libellulidae
1429562	Animalia	Arthropoda	Micromacromia	Micromacromia flava	Insecta	Odonata	Libellulidae
1429564	Animalia	Arthropoda	Micromacromia	Micromacromia camerunica	Insecta	Odonata	Libellulidae
1429570	Animalia	Arthropoda	Idiataphe	Idiataphe cubensis	Insecta	Odonata	Libellulidae
1429574	Animalia	Arthropoda	Tyriobapta	Tyriobapta laidlawi	Insecta	Odonata	Libellulidae
1429575	Animalia	Arthropoda	Tyriobapta	Tyriobapta kuekenthali	Insecta	Odonata	Libellulidae
1429602	Animalia	Arthropoda	Hadrothemis	Hadrothemis defecta	Insecta	Odonata	Libellulidae
1429606	Animalia	Arthropoda	Hadrothemis	Hadrothemis camarensis	Insecta	Odonata	Libellulidae
1429607	Animalia	Arthropoda	Hadrothemis	Hadrothemis versuta	Insecta	Odonata	Libellulidae
1429608	Animalia	Arthropoda	Hadrothemis	Hadrothemis infesta	Insecta	Odonata	Libellulidae
1429609	Animalia	Arthropoda	Hadrothemis	Hadrothemis coacta	Insecta	Odonata	Libellulidae
1429610	Animalia	Arthropoda	Hemicordulia	NA	Insecta	Odonata	Corduliidae
1429612	Animalia	Arthropoda	Hemicordulia	Hemicordulia oceanica	Insecta	Odonata	Corduliidae
1429613	Animalia	Arthropoda	Hemicordulia	Hemicordulia cyclopica	Insecta	Odonata	Corduliidae
1429614	Animalia	Arthropoda	Hemicordulia	Hemicordulia olympica	Insecta	Odonata	Corduliidae
1429615	Animalia	Arthropoda	Hemicordulia	Hemicordulia ericetorum	Insecta	Odonata	Corduliidae
1429617	Animalia	Arthropoda	Hemicordulia	Hemicordulia mindana	Insecta	Odonata	Corduliidae
1429620	Animalia	Arthropoda	Hemicordulia	Hemicordulia toxopei	Insecta	Odonata	Corduliidae
1429622	Animalia	Arthropoda	Hemicordulia	Hemicordulia assimilis	Insecta	Odonata	Corduliidae
1429623	Animalia	Arthropoda	Hemicordulia	Hemicordulia chrysochlora	Insecta	Odonata	Corduliidae
1429625	Animalia	Arthropoda	Hemicordulia	Hemicordulia cupricolor	Insecta	Odonata	Corduliidae
1429627	Animalia	Arthropoda	Hemicordulia	Hemicordulia eduardi	Insecta	Odonata	Corduliidae
1429628	Animalia	Arthropoda	Hemicordulia	Hemicordulia silvarum	Insecta	Odonata	Corduliidae
1429629	Animalia	Arthropoda	Hemicordulia	Hemicordulia fidelis	Insecta	Odonata	Corduliidae
1429631	Animalia	Arthropoda	Hemicordulia	Hemicordulia haluco	Insecta	Odonata	Corduliidae
1429634	Animalia	Arthropoda	Hemicordulia	Hemicordulia hilbrandi	Insecta	Odonata	Corduliidae
1429635	Animalia	Arthropoda	Hemicordulia	Hemicordulia lulico	Insecta	Odonata	Corduliidae
1429637	Animalia	Arthropoda	Hemicordulia	Hemicordulia mumfordi	Insecta	Odonata	Corduliidae
1429639	Animalia	Arthropoda	Hemicordulia	Hemicordulia pacifica	Insecta	Odonata	Corduliidae
1429643	Animalia	Arthropoda	Hemicordulia	Hemicordulia erico	Insecta	Odonata	Corduliidae
1429646	Animalia	Arthropoda	Hemicordulia	Hemicordulia hilaris	Insecta	Odonata	Corduliidae
1429647	Animalia	Arthropoda	Hemicordulia	Hemicordulia virens	Insecta	Odonata	Corduliidae
1429650	Animalia	Arthropoda	Hemicordulia	Hemicordulia australiae	Insecta	Odonata	Corduliidae
1429654	Animalia	Arthropoda	Archaeophya	Archaeophya adamsi	Insecta	Odonata	Corduliidae
1429656	Animalia	Arthropoda	Helocordulia	Helocordulia selysii	Insecta	Odonata	Corduliidae
1429657	Animalia	Arthropoda	Helocordulia	Helocordulia uhleri	Insecta	Odonata	Corduliidae
1429659	Animalia	Arthropoda	Antipodochlora	Antipodochlora braueri	Insecta	Odonata	Corduliidae
1429661	Animalia	Arthropoda	Choristhemis	Choristhemis olivei	Insecta	Odonata	Synthemistidae
1429665	Animalia	Arthropoda	Neurocordulia	Neurocordulia xanthosoma	Insecta	Odonata	Corduliidae
1429666	Animalia	Arthropoda	Neurocordulia	Neurocordulia obsoleta	Insecta	Odonata	Corduliidae
1429668	Animalia	Arthropoda	Neurocordulia	Neurocordulia yamaskanensis	Insecta	Odonata	Corduliidae
1429670	Animalia	Arthropoda	Neurocordulia	Neurocordulia michaeli	Insecta	Odonata	Corduliidae
1429671	Animalia	Arthropoda	Neurocordulia	Neurocordulia alabamensis	Insecta	Odonata	Corduliidae
1429672	Animalia	Arthropoda	Neurocordulia	Neurocordulia virginiensis	Insecta	Odonata	Corduliidae
1429673	Animalia	Arthropoda	Neurocordulia	Neurocordulia molesta	Insecta	Odonata	Corduliidae
1429694	Animalia	Arthropoda	Macromidia	Macromidia atrovirens	Insecta	Odonata	Corduliidae
1429697	Animalia	Arthropoda	Macromidia	Macromidia fulva	Insecta	Odonata	Corduliidae
1429701	Animalia	Arthropoda	Macromidia	Macromidia asahinai	Insecta	Odonata	Corduliidae
1429710	Animalia	Arthropoda	Lathrocordulia	Lathrocordulia metallica	Insecta	Odonata	Corduliidae
1429728	Animalia	Arthropoda	Cordulia	Cordulia shurtleffii	Insecta	Odonata	Corduliidae
1429763	Animalia	Arthropoda	Dorocordulia	Dorocordulia lepida	Insecta	Odonata	Corduliidae
1429764	Animalia	Arthropoda	Dorocordulia	Dorocordulia libera	Insecta	Odonata	Corduliidae
1429783	Animalia	Arthropoda	Eusynthemis	Eusynthemis rentziana	Insecta	Odonata	Synthemistidae
1429793	Animalia	Arthropoda	Eusynthemis	Eusynthemis frontalis	Insecta	Odonata	Synthemistidae
1429807	Animalia	Arthropoda	Idomacromia	Idomacromia jillianae	Insecta	Odonata	Corduliidae
1429820	Animalia	Arthropoda	Idionyx	Idionyx orchestra	Insecta	Odonata	Corduliidae
1429825	Animalia	Arthropoda	Idionyx	Idionyx laidlawi	Insecta	Odonata	Corduliidae
1429827	Animalia	Arthropoda	Idionyx	Idionyx murcia	Insecta	Odonata	Corduliidae
1429834	Animalia	Arthropoda	Idionyx	Idionyx yolanda	Insecta	Odonata	Corduliidae
1429843	Animalia	Arthropoda	Idionyx	Idionyx victor	Insecta	Odonata	Corduliidae
1429853	Animalia	Arthropoda	Macromia	Macromia margarita	Insecta	Odonata	Corduliidae
1429855	Animalia	Arthropoda	Macromia	Macromia celaeno	Insecta	Odonata	Corduliidae
1429858	Animalia	Arthropoda	Macromia	Macromia alleghaniensis	Insecta	Odonata	Corduliidae
1429859	Animalia	Arthropoda	Macromia	Macromia celebica	Insecta	Odonata	Corduliidae
1429863	Animalia	Arthropoda	Macromia	Macromia annulata	Insecta	Odonata	Corduliidae
1429866	Animalia	Arthropoda	Macromia	Macromia terpsichore	Insecta	Odonata	Corduliidae
1429871	Animalia	Arthropoda	Macromia	Macromia pacifica	Insecta	Odonata	Corduliidae
1429874	Animalia	Arthropoda	Macromia	Macromia fulgidifrons	Insecta	Odonata	Corduliidae
1429875	Animalia	Arthropoda	Macromia	Macromia melpomene	Insecta	Odonata	Corduliidae
1429878	Animalia	Arthropoda	Macromia	Macromia hermione	Insecta	Odonata	Corduliidae
1429880	Animalia	Arthropoda	Macromia	Macromia negrito	Insecta	Odonata	Corduliidae
1429882	Animalia	Arthropoda	Macromia	Macromia corycia	Insecta	Odonata	Corduliidae
1429883	Animalia	Arthropoda	Macromia	Macromia taeniolata	Insecta	Odonata	Corduliidae
1429885	Animalia	Arthropoda	Macromia	Macromia zeylanica	Insecta	Odonata	Corduliidae
1429889	Animalia	Arthropoda	Macromia	Macromia jucunda	Insecta	Odonata	Corduliidae
1429892	Animalia	Arthropoda	Macromia	Macromia callisto	Insecta	Odonata	Corduliidae
1429893	Animalia	Arthropoda	Macromia	Macromia dione	Insecta	Odonata	Corduliidae
1429898	Animalia	Arthropoda	Macromia	Macromia cincta	Insecta	Odonata	Corduliidae
1429900	Animalia	Arthropoda	Macromia	Macromia hamata	Insecta	Odonata	Corduliidae
1429901	Animalia	Arthropoda	Macromia	Macromia euterpe	Insecta	Odonata	Corduliidae
1429902	Animalia	Arthropoda	Macromia	Macromia flinti	Insecta	Odonata	Corduliidae
1429903	Animalia	Arthropoda	Macromia	Macromia polyhymnia	Insecta	Odonata	Corduliidae
1429919	Animalia	Arthropoda	Macromia	Macromia eurynome	Insecta	Odonata	Corduliidae
1429920	Animalia	Arthropoda	Macromia	Macromia lachesis	Insecta	Odonata	Corduliidae
1429921	Animalia	Arthropoda	Macromia	Macromia westwoodii	Insecta	Odonata	Corduliidae
1429923	Animalia	Arthropoda	Macromia	Macromia magnifica	Insecta	Odonata	Corduliidae
1429925	Animalia	Arthropoda	Macromia	Macromia astarte	Insecta	Odonata	Corduliidae
1429930	Animalia	Arthropoda	Macromia	Macromia illinoiensis	Insecta	Odonata	Corduliidae
1429934	Animalia	Arthropoda	Macromia	Macromia chalciope	Insecta	Odonata	Corduliidae
1429935	Animalia	Arthropoda	Macromia	Macromia euphrosyne	Insecta	Odonata	Corduliidae
1429936	Animalia	Arthropoda	Macromia	Macromia gerstaeckeri	Insecta	Odonata	Corduliidae
1429938	Animalia	Arthropoda	Macromia	Macromia mnemosyne	Insecta	Odonata	Corduliidae
1429946	Animalia	Arthropoda	Macromia	Macromia cydippe	Insecta	Odonata	Corduliidae
1429957	Animalia	Arthropoda	Somatochlora	Somatochlora kennedyi	Insecta	Odonata	Corduliidae
1429958	Animalia	Arthropoda	Somatochlora	Somatochlora semicircularis	Insecta	Odonata	Corduliidae
1429961	Animalia	Arthropoda	Somatochlora	Somatochlora linearis	Insecta	Odonata	Corduliidae
1429966	Animalia	Arthropoda	Somatochlora	Somatochlora albicincta	Insecta	Odonata	Corduliidae
1429974	Animalia	Arthropoda	Somatochlora	Somatochlora nepalensis	Insecta	Odonata	Corduliidae
1429980	Animalia	Arthropoda	Somatochlora	Somatochlora provocans	Insecta	Odonata	Corduliidae
1429985	Animalia	Arthropoda	Somatochlora	Somatochlora whitehousei	Insecta	Odonata	Corduliidae
1429986	Animalia	Arthropoda	Somatochlora	Somatochlora hineana	Insecta	Odonata	Corduliidae
1429988	Animalia	Arthropoda	Somatochlora	Somatochlora incurvata	Insecta	Odonata	Corduliidae
1429989	Animalia	Arthropoda	Somatochlora	Somatochlora sahlbergi	Insecta	Odonata	Corduliidae
1429993	Animalia	Arthropoda	Somatochlora	Somatochlora elongata	Insecta	Odonata	Corduliidae
1429996	Animalia	Arthropoda	Somatochlora	Somatochlora filosa	Insecta	Odonata	Corduliidae
1430003	Animalia	Arthropoda	Somatochlora	Somatochlora franklini	Insecta	Odonata	Corduliidae
1430005	Animalia	Arthropoda	Somatochlora	Somatochlora georgiana	Insecta	Odonata	Corduliidae
1430006	Animalia	Arthropoda	Somatochlora	Somatochlora walshii	Insecta	Odonata	Corduliidae
1430007	Animalia	Arthropoda	Somatochlora	Somatochlora calverti	Insecta	Odonata	Corduliidae
1430008	Animalia	Arthropoda	Somatochlora	Somatochlora ozarkensis	Insecta	Odonata	Corduliidae
1430009	Animalia	Arthropoda	Somatochlora	Somatochlora cingulata	Insecta	Odonata	Corduliidae
1430010	Animalia	Arthropoda	Somatochlora	Somatochlora hudsonica	Insecta	Odonata	Corduliidae
1430017	Animalia	Arthropoda	Somatochlora	Somatochlora lingyinensis	Insecta	Odonata	Corduliidae
1430018	Animalia	Arthropoda	Somatochlora	Somatochlora margarita	Insecta	Odonata	Corduliidae
1430021	Animalia	Arthropoda	Somatochlora	Somatochlora forcipata	Insecta	Odonata	Corduliidae
1430022	Animalia	Arthropoda	Somatochlora	Somatochlora brevicincta	Insecta	Odonata	Corduliidae
1430030	Animalia	Arthropoda	Somatochlora	Somatochlora shanxiensis	Insecta	Odonata	Corduliidae
1430031	Animalia	Arthropoda	Somatochlora	Somatochlora ensigera	Insecta	Odonata	Corduliidae
1430033	Animalia	Arthropoda	Somatochlora	Somatochlora williamsoni	Insecta	Odonata	Corduliidae
1430038	Animalia	Arthropoda	Synthemis	Synthemis miranda	Insecta	Odonata	Synthemistidae
1430039	Animalia	Arthropoda	Synthemis	Synthemis campioni	Insecta	Odonata	Synthemistidae
1430047	Animalia	Arthropoda	Synthemis	Synthemis fenella	Insecta	Odonata	Synthemistidae
1430051	Animalia	Arthropoda	Synthemis	Synthemis ariadne	Insecta	Odonata	Synthemistidae
1430052	Animalia	Arthropoda	Synthemis	Synthemis serendipita	Insecta	Odonata	Synthemistidae
1430056	Animalia	Arthropoda	Synthemis	Synthemis pamelae	Insecta	Odonata	Synthemistidae
1430059	Animalia	Arthropoda	Synthemis	Synthemis flexicauda	Insecta	Odonata	Synthemistidae
1430061	Animalia	Arthropoda	Synthemis	Synthemis montaguei	Insecta	Odonata	Synthemistidae
1430073	Animalia	Arthropoda	Austrocordulia	Austrocordulia leonardi	Insecta	Odonata	Corduliidae
1430089	Animalia	Arthropoda	Procordulia	Procordulia smithii	Insecta	Odonata	Corduliidae
1430091	Animalia	Arthropoda	Procordulia	Procordulia artemis	Insecta	Odonata	Corduliidae
1430092	Animalia	Arthropoda	Procordulia	Procordulia grayi	Insecta	Odonata	Corduliidae
1430093	Animalia	Arthropoda	Procordulia	Procordulia leopoldi	Insecta	Odonata	Corduliidae
1430094	Animalia	Arthropoda	Procordulia	Procordulia sylvia	Insecta	Odonata	Corduliidae
1430095	Animalia	Arthropoda	Procordulia	Procordulia papandayanensis	Insecta	Odonata	Corduliidae
1430096	Animalia	Arthropoda	Procordulia	Procordulia rantemario	Insecta	Odonata	Corduliidae
1430097	Animalia	Arthropoda	Procordulia	Procordulia astridae	Insecta	Odonata	Corduliidae
1430098	Animalia	Arthropoda	Procordulia	Procordulia irregularis	Insecta	Odonata	Corduliidae
