gbif	kingdom	phylum	genus	species	class	order	family
1421868	Animalia	Arthropoda	Nososticta	Nososticta commutata	Insecta	Odonata	Protoneuridae
1421869	Animalia	Arthropoda	Nososticta	Nososticta fonticola	Insecta	Odonata	Protoneuridae
1421870	Animalia	Arthropoda	Nososticta	Nososticta wallacii	Insecta	Odonata	Protoneuridae
1421872	Animalia	Arthropoda	Nososticta	Nososticta pyroprocta	Insecta	Odonata	Protoneuridae
1421873	Animalia	Arthropoda	Nososticta	Nososticta aurantiaca	Insecta	Odonata	Protoneuridae
1421876	Animalia	Arthropoda	Nososticta	Nososticta flavipennis	Insecta	Odonata	Protoneuridae
1421877	Animalia	Arthropoda	Nososticta	Nososticta hiroakii	Insecta	Odonata	Protoneuridae
1421879	Animalia	Arthropoda	Nososticta	Nososticta nigrofasciata	Insecta	Odonata	Protoneuridae
1421880	Animalia	Arthropoda	Nososticta	Nososticta diadesma	Insecta	Odonata	Protoneuridae
1421882	Animalia	Arthropoda	Nososticta	Nososticta pseudexul	Insecta	Odonata	Protoneuridae
1421885	Animalia	Arthropoda	Nososticta	Nososticta selysii	Insecta	Odonata	Protoneuridae
1421887	Animalia	Arthropoda	Nososticta	Nososticta finisterrae	Insecta	Odonata	Protoneuridae
1421888	Animalia	Arthropoda	Nososticta	Nososticta thalassina	Insecta	Odonata	Protoneuridae
1421889	Animalia	Arthropoda	Nososticta	Nososticta cyanura	Insecta	Odonata	Protoneuridae
1421890	Animalia	Arthropoda	Nososticta	Nososticta insignis	Insecta	Odonata	Protoneuridae
1421892	Animalia	Arthropoda	Nososticta	Nososticta plagioxantha	Insecta	Odonata	Protoneuridae
1421907	Animalia	Arthropoda	Coryphagrion	Coryphagrion grandis	Insecta	Odonata	Pseudostigmatidae
1421993	Animalia	Arthropoda	Coenagrion	Coenagrion interrogatum	Insecta	Odonata	Coenagrionidae
1422005	Animalia	Arthropoda	Coenagrion	Coenagrion resolutum	Insecta	Odonata	Coenagrionidae
1422029	Animalia	Arthropoda	Coenagrion	Coenagrion aculeatum	Insecta	Odonata	Coenagrionidae
1422031	Animalia	Arthropoda	Coenagrion	Coenagrion holdereri	Insecta	Odonata	Coenagrionidae
1422037	Animalia	Arthropoda	Coenagrion	Coenagrion angulatum	Insecta	Odonata	Coenagrionidae
1422043	Animalia	Arthropoda	Archboldargia	Archboldargia gloriosa	Insecta	Odonata	Coenagrionidae
1422044	Animalia	Arthropoda	Archboldargia	Archboldargia mirifica	Insecta	Odonata	Coenagrionidae
1422045	Animalia	Arthropoda	Archboldargia	Archboldargia scissorhandsi	Insecta	Odonata	Coenagrionidae
1422066	Animalia	Arthropoda	Megalagrion	Megalagrion blackburni	Insecta	Odonata	Coenagrionidae
1422078	Animalia	Arthropoda	Megalagrion	Megalagrion calliphya	Insecta	Odonata	Coenagrionidae
1422182	Animalia	Arthropoda	Papuagrion	Papuagrion flavithorax	Insecta	Odonata	Coenagrionidae
1422183	Animalia	Arthropoda	Papuagrion	Papuagrion magnanimum	Insecta	Odonata	Coenagrionidae
1422185	Animalia	Arthropoda	Papuagrion	Papuagrion rectangulare	Insecta	Odonata	Coenagrionidae
1422186	Animalia	Arthropoda	Papuagrion	Papuagrion spinicaudum	Insecta	Odonata	Coenagrionidae
1422187	Animalia	Arthropoda	Papuagrion	Papuagrion auriculatum	Insecta	Odonata	Coenagrionidae
1422189	Animalia	Arthropoda	Papuagrion	Papuagrion fraterculum	Insecta	Odonata	Coenagrionidae
1422190	Animalia	Arthropoda	Papuagrion	Papuagrion pesechem	Insecta	Odonata	Coenagrionidae
1422193	Animalia	Arthropoda	Papuagrion	Papuagrion pandanicolum	Insecta	Odonata	Coenagrionidae
1422195	Animalia	Arthropoda	Papuagrion	Papuagrion carcharodon	Insecta	Odonata	Coenagrionidae
1422196	Animalia	Arthropoda	Papuagrion	Papuagrion flavipedum	Insecta	Odonata	Coenagrionidae
1422197	Animalia	Arthropoda	Papuagrion	Papuagrion degeneratum	Insecta	Odonata	Coenagrionidae
1422198	Animalia	Arthropoda	Papuagrion	Papuagrion laminatum	Insecta	Odonata	Coenagrionidae
1422199	Animalia	Arthropoda	Papuagrion	Papuagrion occipitale	Insecta	Odonata	Coenagrionidae
1422201	Animalia	Arthropoda	Papuagrion	Papuagrion prothoracale	Insecta	Odonata	Coenagrionidae
1422202	Animalia	Arthropoda	Papuagrion	Papuagrion rufipedum	Insecta	Odonata	Coenagrionidae
1422203	Animalia	Arthropoda	Papuagrion	Papuagrion nigripedum	Insecta	Odonata	Coenagrionidae
1422204	Animalia	Arthropoda	Papuagrion	Papuagrion insulare	Insecta	Odonata	Coenagrionidae
1422205	Animalia	Arthropoda	Papuagrion	Papuagrion corruptum	Insecta	Odonata	Coenagrionidae
1422206	Animalia	Arthropoda	Papuagrion	Papuagrion digitiferum	Insecta	Odonata	Coenagrionidae
1422209	Animalia	Arthropoda	Nesobasis	Nesobasis rufostigma	Insecta	Odonata	Coenagrionidae
1422210	Animalia	Arthropoda	Nesobasis	Nesobasis comosa	Insecta	Odonata	Coenagrionidae
1422211	Animalia	Arthropoda	Nesobasis	Nesobasis recava	Insecta	Odonata	Coenagrionidae
1422212	Animalia	Arthropoda	Nesobasis	Nesobasis heteroneura	Insecta	Odonata	Coenagrionidae
1422213	Animalia	Arthropoda	Nesobasis	Nesobasis flavostigma	Insecta	Odonata	Coenagrionidae
1422214	Animalia	Arthropoda	Nesobasis	Nesobasis longistyla	Insecta	Odonata	Coenagrionidae
1422215	Animalia	Arthropoda	Nesobasis	Nesobasis caerulescens	Insecta	Odonata	Coenagrionidae
1422216	Animalia	Arthropoda	Nesobasis	Nesobasis selysi	Insecta	Odonata	Coenagrionidae
1422217	Animalia	Arthropoda	Nesobasis	Nesobasis aurantiaca	Insecta	Odonata	Coenagrionidae
1422218	Animalia	Arthropoda	Nesobasis	Nesobasis campioni	Insecta	Odonata	Coenagrionidae
1422219	Animalia	Arthropoda	Nesobasis	Nesobasis ingens	Insecta	Odonata	Coenagrionidae
1422220	Animalia	Arthropoda	Nesobasis	Nesobasis erythrops	Insecta	Odonata	Coenagrionidae
1422221	Animalia	Arthropoda	Nesobasis	Nesobasis pedata	Insecta	Odonata	Coenagrionidae
1422222	Animalia	Arthropoda	Nesobasis	Nesobasis leveri	Insecta	Odonata	Coenagrionidae
1422223	Animalia	Arthropoda	Nesobasis	Nesobasis monticola	Insecta	Odonata	Coenagrionidae
1422225	Animalia	Arthropoda	Nesobasis	Nesobasis malcolmi	Insecta	Odonata	Coenagrionidae
1422226	Animalia	Arthropoda	Nesobasis	Nesobasis telegastrum	Insecta	Odonata	Coenagrionidae
1422227	Animalia	Arthropoda	Nesobasis	Nesobasis angulicollis	Insecta	Odonata	Coenagrionidae
1422229	Animalia	Arthropoda	Nesobasis	Nesobasis brachycerca	Insecta	Odonata	Coenagrionidae
1422230	Animalia	Arthropoda	Nesobasis	Nesobasis flavifrons	Insecta	Odonata	Coenagrionidae
1422231	Animalia	Arthropoda	Nesobasis	Nesobasis caerulecaudata	Insecta	Odonata	Coenagrionidae
1422234	Animalia	Arthropoda	Proischnura	Proischnura polychromatica	Insecta	Odonata	Coenagrionidae
1422236	Animalia	Arthropoda	Proischnura	Proischnura subfurcata	Insecta	Odonata	Coenagrionidae
1422242	Animalia	Arthropoda	Chromagrion	Chromagrion conditum	Insecta	Odonata	Coenagrionidae
1422244	Animalia	Arthropoda	Pacificagrion	Pacificagrion lachrymosa	Insecta	Odonata	Coenagrionidae
1422245	Animalia	Arthropoda	Pacificagrion	Pacificagrion dolorosa	Insecta	Odonata	Coenagrionidae
1422260	Animalia	Arthropoda	Archibasis	Archibasis tenella	Insecta	Odonata	Coenagrionidae
1422261	Animalia	Arthropoda	Archibasis	Archibasis oscillans	Insecta	Odonata	Coenagrionidae
1422263	Animalia	Arthropoda	Archibasis	Archibasis melanocyana	Insecta	Odonata	Coenagrionidae
1422264	Animalia	Arthropoda	Archibasis	Archibasis rebeccae	Insecta	Odonata	Coenagrionidae
1422267	Animalia	Arthropoda	Archibasis	Archibasis incisura	Insecta	Odonata	Coenagrionidae
1422291	Animalia	Arthropoda	Amphicnemis	Amphicnemis martini	Insecta	Odonata	Coenagrionidae
1422292	Animalia	Arthropoda	Amphicnemis	Amphicnemis bicolor	Insecta	Odonata	Coenagrionidae
1422293	Animalia	Arthropoda	Amphicnemis	Amphicnemis platystyla	Insecta	Odonata	Coenagrionidae
1422295	Animalia	Arthropoda	Amphicnemis	Amphicnemis smedleyi	Insecta	Odonata	Coenagrionidae
1422296	Animalia	Arthropoda	Amphicnemis	Amphicnemis ecornuta	Insecta	Odonata	Coenagrionidae
1422299	Animalia	Arthropoda	Amphicnemis	Amphicnemis mariae	Insecta	Odonata	Coenagrionidae
1422300	Animalia	Arthropoda	Amphicnemis	Amphicnemis annae	Insecta	Odonata	Coenagrionidae
1422301	Animalia	Arthropoda	Amphicnemis	Amphicnemis pandanicola	Insecta	Odonata	Coenagrionidae
1422303	Animalia	Arthropoda	Amphicnemis	Amphicnemis remiger	Insecta	Odonata	Coenagrionidae
1422307	Animalia	Arthropoda	Amphicnemis	Amphicnemis gracilis	Insecta	Odonata	Coenagrionidae
1422308	Animalia	Arthropoda	Amphicnemis	Amphicnemis kuiperi	Insecta	Odonata	Coenagrionidae
1422309	Animalia	Arthropoda	Amphicnemis	Amphicnemis madelenae	Insecta	Odonata	Coenagrionidae
1422310	Animalia	Arthropoda	Amphicnemis	Amphicnemis amabilis	Insecta	Odonata	Coenagrionidae
1422312	Animalia	Arthropoda	Amphicnemis	Amphicnemis billitonis	Insecta	Odonata	Coenagrionidae
1422313	Animalia	Arthropoda	Amphicnemis	Amphicnemis wallacii	Insecta	Odonata	Coenagrionidae
1422315	Animalia	Arthropoda	Amphicnemis	Amphicnemis dactylostyla	Insecta	Odonata	Coenagrionidae
1422316	Animalia	Arthropoda	Amphicnemis	Amphicnemis erminea	Insecta	Odonata	Coenagrionidae
1422341	Animalia	Arthropoda	Teinobasis	Teinobasis obtusilingua	Insecta	Odonata	Coenagrionidae
1422342	Animalia	Arthropoda	Teinobasis	Teinobasis bradleyi	Insecta	Odonata	Coenagrionidae
1422343	Animalia	Arthropoda	Teinobasis	Teinobasis palauensis	Insecta	Odonata	Coenagrionidae
1422344	Animalia	Arthropoda	Teinobasis	Teinobasis stigmatizans	Insecta	Odonata	Coenagrionidae
1422345	Animalia	Arthropoda	Teinobasis	Teinobasis debeauxi	Insecta	Odonata	Coenagrionidae
1422346	Animalia	Arthropoda	Teinobasis	Teinobasis laglaizei	Insecta	Odonata	Coenagrionidae
1422347	Animalia	Arthropoda	Teinobasis	Teinobasis kiautai	Insecta	Odonata	Coenagrionidae
1422348	Animalia	Arthropoda	Teinobasis	Teinobasis serena	Insecta	Odonata	Coenagrionidae
1422352	Animalia	Arthropoda	Teinobasis	Teinobasis euglena	Insecta	Odonata	Coenagrionidae
1422353	Animalia	Arthropoda	Teinobasis	Teinobasis metallica	Insecta	Odonata	Coenagrionidae
1422354	Animalia	Arthropoda	Teinobasis	Teinobasis ruficollis	Insecta	Odonata	Coenagrionidae
1422355	Animalia	Arthropoda	Teinobasis	Teinobasis aurea	Insecta	Odonata	Coenagrionidae
1422356	Animalia	Arthropoda	Teinobasis	Teinobasis fulgens	Insecta	Odonata	Coenagrionidae
1422357	Animalia	Arthropoda	Teinobasis	Teinobasis olthofi	Insecta	Odonata	Coenagrionidae
1422358	Animalia	Arthropoda	Teinobasis	Teinobasis nigrolutea	Insecta	Odonata	Coenagrionidae
1422362	Animalia	Arthropoda	Teinobasis	Teinobasis debeauforti	Insecta	Odonata	Coenagrionidae
1422363	Animalia	Arthropoda	Teinobasis	Teinobasis kirbyi	Insecta	Odonata	Coenagrionidae
1422364	Animalia	Arthropoda	Teinobasis	Teinobasis simulans	Insecta	Odonata	Coenagrionidae
1422365	Animalia	Arthropoda	Teinobasis	Teinobasis wallacei	Insecta	Odonata	Coenagrionidae
1422366	Animalia	Arthropoda	Teinobasis	Teinobasis alternans	Insecta	Odonata	Coenagrionidae
1422367	Animalia	Arthropoda	Teinobasis	Teinobasis rubricauda	Insecta	Odonata	Coenagrionidae
1422368	Animalia	Arthropoda	Teinobasis	Teinobasis ariel	Insecta	Odonata	Coenagrionidae
1422369	Animalia	Arthropoda	Teinobasis	Teinobasis fortis	Insecta	Odonata	Coenagrionidae
1422370	Animalia	Arthropoda	Teinobasis	Teinobasis olivacea	Insecta	Odonata	Coenagrionidae
1422371	Animalia	Arthropoda	Teinobasis	Teinobasis corolla	Insecta	Odonata	Coenagrionidae
1422373	Animalia	Arthropoda	Teinobasis	Teinobasis tenuis	Insecta	Odonata	Coenagrionidae
1422374	Animalia	Arthropoda	Teinobasis	Teinobasis albula	Insecta	Odonata	Coenagrionidae
1422375	Animalia	Arthropoda	Teinobasis	Teinobasis dominula	Insecta	Odonata	Coenagrionidae
1422376	Animalia	Arthropoda	Teinobasis	Teinobasis luciae	Insecta	Odonata	Coenagrionidae
1422377	Animalia	Arthropoda	Teinobasis	Teinobasis recurva	Insecta	Odonata	Coenagrionidae
1422378	Animalia	Arthropoda	Teinobasis	Teinobasis filum	Insecta	Odonata	Coenagrionidae
1422379	Animalia	Arthropoda	Teinobasis	Teinobasis aluensis	Insecta	Odonata	Coenagrionidae
1422382	Animalia	Arthropoda	Teinobasis	Teinobasis scintillans	Insecta	Odonata	Coenagrionidae
1422383	Animalia	Arthropoda	Teinobasis	Teinobasis alluaudi	Insecta	Odonata	Coenagrionidae
1422385	Animalia	Arthropoda	Teinobasis	Teinobasis helvola	Insecta	Odonata	Coenagrionidae
1422388	Animalia	Arthropoda	Teinobasis	Teinobasis aerides	Insecta	Odonata	Coenagrionidae
1422389	Animalia	Arthropoda	Teinobasis	Teinobasis dolabrata	Insecta	Odonata	Coenagrionidae
1422392	Animalia	Arthropoda	Teinobasis	Teinobasis ranee	Insecta	Odonata	Coenagrionidae
1422394	Animalia	Arthropoda	Teinobasis	Teinobasis filiformis	Insecta	Odonata	Coenagrionidae
1422395	Animalia	Arthropoda	Teinobasis	Teinobasis nigra	Insecta	Odonata	Coenagrionidae
1422397	Animalia	Arthropoda	Teinobasis	Teinobasis carolinensis	Insecta	Odonata	Coenagrionidae
1422399	Animalia	Arthropoda	Teinobasis	Teinobasis chionopleura	Insecta	Odonata	Coenagrionidae
1422400	Animalia	Arthropoda	Teinobasis	Teinobasis pretiosa	Insecta	Odonata	Coenagrionidae
1422401	Animalia	Arthropoda	Teinobasis	Teinobasis suavis	Insecta	Odonata	Coenagrionidae
1422402	Animalia	Arthropoda	Teinobasis	Teinobasis rajah	Insecta	Odonata	Coenagrionidae
1422405	Animalia	Arthropoda	Teinobasis	Teinobasis micans	Insecta	Odonata	Coenagrionidae
1422406	Animalia	Arthropoda	Teinobasis	Teinobasis budeni	Insecta	Odonata	Coenagrionidae
1422407	Animalia	Arthropoda	Teinobasis	Teinobasis buwaldai	Insecta	Odonata	Coenagrionidae
1422408	Animalia	Arthropoda	Teinobasis	Teinobasis imitans	Insecta	Odonata	Coenagrionidae
1422409	Animalia	Arthropoda	Teinobasis	Teinobasis ponapensis	Insecta	Odonata	Coenagrionidae
1422410	Animalia	Arthropoda	Teinobasis	Teinobasis strigosa	Insecta	Odonata	Coenagrionidae
1422412	Animalia	Arthropoda	Teinobasis	Teinobasis hamalaineni	Insecta	Odonata	Coenagrionidae
1422413	Animalia	Arthropoda	Teinobasis	Teinobasis laidlawi	Insecta	Odonata	Coenagrionidae
1422414	Animalia	Arthropoda	Teinobasis	Teinobasis pulverulenta	Insecta	Odonata	Coenagrionidae
1422416	Animalia	Arthropoda	Africallagma	Africallagma pallidulum	Insecta	Odonata	Coenagrionidae
1422421	Animalia	Arthropoda	Africallagma	Africallagma subtile	Insecta	Odonata	Coenagrionidae
1422423	Animalia	Arthropoda	Africallagma	Africallagma elongatum	Insecta	Odonata	Coenagrionidae
1422424	Animalia	Arthropoda	Africallagma	Africallagma elongatum	Insecta	Odonata	Coenagrionidae
1422425	Animalia	Arthropoda	Africallagma	Africallagma sapphirinum	Insecta	Odonata	Coenagrionidae
1422426	Animalia	Arthropoda	Africallagma	Africallagma sinuatum	Insecta	Odonata	Coenagrionidae
1422428	Animalia	Arthropoda	Africallagma	Africallagma cuneistigma	Insecta	Odonata	Coenagrionidae
1422429	Animalia	Arthropoda	Africallagma	Africallagma pseudelongatum	Insecta	Odonata	Coenagrionidae
1422431	Animalia	Arthropoda	Africallagma	Africallagma glaucum	Insecta	Odonata	Coenagrionidae
1422437	Animalia	Arthropoda	Africallagma	Africallagma vaginale	Insecta	Odonata	Coenagrionidae
1422474	Animalia	Arthropoda	Acanthagrion	Acanthagrion quadratum	Insecta	Odonata	Coenagrionidae
1422582	Animalia	Arthropoda	Austroallagma	Austroallagma sagittiferum	Insecta	Odonata	Coenagrionidae
1422593	Animalia	Arthropoda	Azuragrion	Azuragrion buchholzi	Insecta	Odonata	Coenagrionidae
1422594	Animalia	Arthropoda	Azuragrion	Azuragrion granti	Insecta	Odonata	Coenagrionidae
1422595	Animalia	Arthropoda	Azuragrion	Azuragrion somalicum	Insecta	Odonata	Coenagrionidae
1422598	Animalia	Arthropoda	Azuragrion	Azuragrion nigridorsum	Insecta	Odonata	Coenagrionidae
1422600	Animalia	Arthropoda	Stenagrion	Stenagrion dubium	Insecta	Odonata	Coenagrionidae
1422601	Animalia	Arthropoda	Stenagrion	Stenagrion petermilleri	Insecta	Odonata	Coenagrionidae
1422762	Animalia	Arthropoda	Amphiagrion	Amphiagrion saucium	Insecta	Odonata	Coenagrionidae
1422765	Animalia	Arthropoda	Amphiagrion	Amphiagrion abbreviatum	Insecta	Odonata	Coenagrionidae
1422776	Animalia	Arthropoda	Pseudagrion	Pseudagrion calosomum	Insecta	Odonata	Coenagrionidae
1422777	Animalia	Arthropoda	Pseudagrion	Pseudagrion glaucoideum	Insecta	Odonata	Coenagrionidae
1422778	Animalia	Arthropoda	Pseudagrion	Pseudagrion glaucoideum	Insecta	Odonata	Coenagrionidae
1422786	Animalia	Arthropoda	Pseudagrion	Pseudagrion coarctatum	Insecta	Odonata	Coenagrionidae
1422790	Animalia	Arthropoda	Pseudagrion	Pseudagrion nubicum	Insecta	Odonata	Coenagrionidae
1422791	Animalia	Arthropoda	Pseudagrion	Pseudagrion nubicum	Insecta	Odonata	Coenagrionidae
1422792	Animalia	Arthropoda	Pseudagrion	Pseudagrion symoensii	Insecta	Odonata	Coenagrionidae
1422796	Animalia	Arthropoda	Pseudagrion	Pseudagrion salisburyense	Insecta	Odonata	Coenagrionidae
1422807	Animalia	Arthropoda	Pseudagrion	Pseudagrion ustum	Insecta	Odonata	Coenagrionidae
1422808	Animalia	Arthropoda	Pseudagrion	Pseudagrion bidentatum	Insecta	Odonata	Coenagrionidae
1422809	Animalia	Arthropoda	Pseudagrion	Pseudagrion niloticum	Insecta	Odonata	Coenagrionidae
1422811	Animalia	Arthropoda	Pseudagrion	Pseudagrion glaucescens	Insecta	Odonata	Coenagrionidae
1422821	Animalia	Arthropoda	Pseudagrion	Pseudagrion acaciae	Insecta	Odonata	Coenagrionidae
1422825	Animalia	Arthropoda	Pseudagrion	Pseudagrion crocops	Insecta	Odonata	Coenagrionidae
1422827	Animalia	Arthropoda	Pseudagrion	Pseudagrion inopinatum	Insecta	Odonata	Coenagrionidae
1422830	Animalia	Arthropoda	Pseudagrion	Pseudagrion perfuscatum	Insecta	Odonata	Coenagrionidae
1422831	Animalia	Arthropoda	Pseudagrion	Pseudagrion sublacteum	Insecta	Odonata	Coenagrionidae
1422836	Animalia	Arthropoda	Pseudagrion	Pseudagrion bicoerulans	Insecta	Odonata	Coenagrionidae
1422843	Animalia	Arthropoda	Pseudagrion	Pseudagrion commoniae	Insecta	Odonata	Coenagrionidae
1422846	Animalia	Arthropoda	Pseudagrion	Pseudagrion evanidum	Insecta	Odonata	Coenagrionidae
1422852	Animalia	Arthropoda	Pseudagrion	Pseudagrion sudanicum	Insecta	Odonata	Coenagrionidae
1422856	Animalia	Arthropoda	Pseudagrion	Pseudagrion pelecotomum	Insecta	Odonata	Coenagrionidae
1422865	Animalia	Arthropoda	Pseudagrion	Pseudagrion estesi	Insecta	Odonata	Coenagrionidae
1422867	Animalia	Arthropoda	Pseudagrion	Pseudagrion silaceum	Insecta	Odonata	Coenagrionidae
1422870	Animalia	Arthropoda	Pseudagrion	Pseudagrion hageni	Insecta	Odonata	Coenagrionidae
1422873	Animalia	Arthropoda	Pseudagrion	Pseudagrion coomansi	Insecta	Odonata	Coenagrionidae
1422874	Animalia	Arthropoda	Pseudagrion	Pseudagrion indicum	Insecta	Odonata	Coenagrionidae
1422876	Animalia	Arthropoda	Pseudagrion	Pseudagrion torridum	Insecta	Odonata	Coenagrionidae
1422880	Animalia	Arthropoda	Pseudagrion	Pseudagrion hamoni	Insecta	Odonata	Coenagrionidae
1422888	Animalia	Arthropoda	Pseudagrion	Pseudagrion melanicterum	Insecta	Odonata	Coenagrionidae
1422890	Animalia	Arthropoda	Pseudagrion	Pseudagrion rufocinctum	Insecta	Odonata	Coenagrionidae
1422892	Animalia	Arthropoda	Pseudagrion	Pseudagrion gamblesi	Insecta	Odonata	Coenagrionidae
1422894	Animalia	Arthropoda	Pseudagrion	Pseudagrion angolense	Insecta	Odonata	Coenagrionidae
1422897	Animalia	Arthropoda	Pseudagrion	Pseudagrion massaicum	Insecta	Odonata	Coenagrionidae
1422909	Animalia	Arthropoda	Pseudagrion	Pseudagrion palauense	Insecta	Odonata	Coenagrionidae
1422921	Animalia	Arthropoda	Pseudagrion	Pseudagrion daponshanensis	Insecta	Odonata	Coenagrionidae
1422923	Animalia	Arthropoda	Pseudagrion	Pseudagrion incisurum	Insecta	Odonata	Coenagrionidae
1422926	Animalia	Arthropoda	Pseudagrion	Pseudagrion pacificum	Insecta	Odonata	Coenagrionidae
1422928	Animalia	Arthropoda	Pseudagrion	Pseudagrion buenafei	Insecta	Odonata	Coenagrionidae
1422929	Animalia	Arthropoda	Pseudagrion	Pseudagrion andamanicum	Insecta	Odonata	Coenagrionidae
1422931	Animalia	Arthropoda	Pseudagrion	Pseudagrion civicum	Insecta	Odonata	Coenagrionidae
1422938	Animalia	Arthropoda	Pseudagrion	Pseudagrion starreanum	Insecta	Odonata	Coenagrionidae
1422943	Animalia	Arthropoda	Pseudagrion	Pseudagrion sjoestedti	Insecta	Odonata	Coenagrionidae
1422951	Animalia	Arthropoda	Pseudagrion	Pseudagrion kibalense	Insecta	Odonata	Coenagrionidae
1422956	Animalia	Arthropoda	Pseudagrion	Pseudagrion vumbaense	Insecta	Odonata	Coenagrionidae
1422959	Animalia	Arthropoda	Pseudagrion	Pseudagrion pilidorsum	Insecta	Odonata	Coenagrionidae
1422972	Animalia	Arthropoda	Pseudagrion	Pseudagrion grilloti	Insecta	Odonata	Coenagrionidae
1422973	Animalia	Arthropoda	Pseudagrion	Pseudagrion kersteni	Insecta	Odonata	Coenagrionidae
1422979	Animalia	Arthropoda	Pseudagrion	Pseudagrion coeruleipunctum	Insecta	Odonata	Coenagrionidae
1422987	Animalia	Arthropoda	Pseudagrion	Pseudagrion samoense	Insecta	Odonata	Coenagrionidae
1422993	Animalia	Arthropoda	Pseudagrion	Pseudagrion thenartum	Insecta	Odonata	Coenagrionidae
1423041	Animalia	Arthropoda	Palaiargia	Palaiargia ceyx	Insecta	Odonata	Coenagrionidae
1423044	Animalia	Arthropoda	Palaiargia	Palaiargia halcyon	Insecta	Odonata	Coenagrionidae
1423045	Animalia	Arthropoda	Palaiargia	Palaiargia micropsitta	Insecta	Odonata	Coenagrionidae
1423046	Animalia	Arthropoda	Palaiargia	Palaiargia obiensis	Insecta	Odonata	Coenagrionidae
1423049	Animalia	Arthropoda	Palaiargia	Palaiargia ernstmayri	Insecta	Odonata	Coenagrionidae
1423050	Animalia	Arthropoda	Palaiargia	Palaiargia charmosyna	Insecta	Odonata	Coenagrionidae
1423055	Animalia	Arthropoda	Palaiargia	Palaiargia myzomela	Insecta	Odonata	Coenagrionidae
1423057	Animalia	Arthropoda	Palaiargia	Palaiargia rubropunctata	Insecta	Odonata	Coenagrionidae
1423059	Animalia	Arthropoda	Palaiargia	Palaiargia alcedo	Insecta	Odonata	Coenagrionidae
1423060	Animalia	Arthropoda	Palaiargia	Palaiargia carnifex	Insecta	Odonata	Coenagrionidae
1423063	Animalia	Arthropoda	Palaiargia	Palaiargia melidora	Insecta	Odonata	Coenagrionidae
1423064	Animalia	Arthropoda	Palaiargia	Palaiargia nasiterna	Insecta	Odonata	Coenagrionidae
1423065	Animalia	Arthropoda	Palaiargia	Palaiargia perimecosoma	Insecta	Odonata	Coenagrionidae
1423066	Animalia	Arthropoda	Palaiargia	Palaiargia stellata	Insecta	Odonata	Coenagrionidae
1423067	Animalia	Arthropoda	Palaiargia	Palaiargia arses	Insecta	Odonata	Coenagrionidae
1423071	Animalia	Arthropoda	Amorphostigma	Amorphostigma auricolor	Insecta	Odonata	Coenagrionidae
1423073	Animalia	Arthropoda	Hesperagrion	Hesperagrion heterodoxum	Insecta	Odonata	Coenagrionidae
1423081	Animalia	Arthropoda	Zoniagrion	Zoniagrion exclamationis	Insecta	Odonata	Coenagrionidae
1423083	Animalia	Arthropoda	Argiocnemis	Argiocnemis ensifera	Insecta	Odonata	Coenagrionidae
1423099	Animalia	Arthropoda	Pericnemis	Pericnemis triangularis	Insecta	Odonata	Coenagrionidae
1423101	Animalia	Arthropoda	Melanesobasis	Melanesobasis mcleani	Insecta	Odonata	Coenagrionidae
1423102	Animalia	Arthropoda	Melanesobasis	Melanesobasis flavilabris	Insecta	Odonata	Coenagrionidae
1423104	Animalia	Arthropoda	Melanesobasis	Melanesobasis simmondsi	Insecta	Odonata	Coenagrionidae
1423105	Animalia	Arthropoda	Melanesobasis	Melanesobasis maculosa	Insecta	Odonata	Coenagrionidae
1423106	Animalia	Arthropoda	Melanesobasis	Melanesobasis prolixa	Insecta	Odonata	Coenagrionidae
1423107	Animalia	Arthropoda	Melanesobasis	Melanesobasis corniculata	Insecta	Odonata	Coenagrionidae
1423110	Animalia	Arthropoda	Melanesobasis	Melanesobasis bicellulare	Insecta	Odonata	Coenagrionidae
1423112	Animalia	Arthropoda	Nehalennia	Nehalennia pallidula	Insecta	Odonata	Coenagrionidae
1423113	Animalia	Arthropoda	Nehalennia	Nehalennia integricollis	Insecta	Odonata	Coenagrionidae
1423117	Animalia	Arthropoda	Nehalennia	Nehalennia gracilis	Insecta	Odonata	Coenagrionidae
1423118	Animalia	Arthropoda	Nehalennia	Nehalennia irene	Insecta	Odonata	Coenagrionidae
1423120	Animalia	Arthropoda	Nehalennia	Nehalennia minuta	Insecta	Odonata	Coenagrionidae
1423134	Animalia	Arthropoda	Agriocnemis	Agriocnemis femina	Insecta	Odonata	Coenagrionidae
1423137	Animalia	Arthropoda	Agriocnemis	Agriocnemis femina	Insecta	Odonata	Coenagrionidae
1423140	Animalia	Arthropoda	Agriocnemis	Agriocnemis ruberrima	Insecta	Odonata	Coenagrionidae
1423148	Animalia	Arthropoda	Agriocnemis	Agriocnemis angustirami	Insecta	Odonata	Coenagrionidae
1423150	Animalia	Arthropoda	Agriocnemis	Agriocnemis luteola	Insecta	Odonata	Coenagrionidae
1423153	Animalia	Arthropoda	Agriocnemis	Agriocnemis exsudans	Insecta	Odonata	Coenagrionidae
1423155	Animalia	Arthropoda	Agriocnemis	Agriocnemis falcifera	Insecta	Odonata	Coenagrionidae
1423158	Animalia	Arthropoda	Agriocnemis	Agriocnemis pieli	Insecta	Odonata	Coenagrionidae
1423159	Animalia	Arthropoda	Agriocnemis	Agriocnemis aderces	Insecta	Odonata	Coenagrionidae
