sci_name	gbifid.ids	gbifid.class	gbifid.match	gbifid.multiple_matches	gbifid.pattern_match	gbifid.uri
Isophya rhodopensis	1684276	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684276
Isophya stepposa	1684297	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684297
Isophya stysi	1684312	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684312
Isophya taurica	1684379	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684379
Isophya zubowskii	1684309	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684309
Leptophyes intermedia	4403016	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4403016
Poecilimon albolineatus	4403020	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4403020
Poecilimon ampliatus	1688290	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688290
Poecilimon fussii	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Poecilimon gracilis	1688230	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688230
Poecilimon heroicus	1688296	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688296
Poecilimon pechevi	1688328	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688328
Poecilimon pliginskii	1688295	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688295
Poecilimon ukrainicus	1688102	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688102
Dolichopoda araneiformis	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Troglophilus brevicauda	1729799	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1729799
Troglophilus lazaropolensis	1729816	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1729816
Troglophilus neglectus	1729811	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1729811
Troglophilus ovuliformis	1729828	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1729828
Troglophilus zorae	7483945	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/7483945
Anadrymadusa retowskii	1694751	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1694751
Broughtonia domogledi	5732384	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5732384
Conocephalus ebneri	1683144	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683144
Ephippiger discoidalis	1684041	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684041
Metrioptera hoermanni	1685570	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1685570
Metrioptera prenjica	1685546	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1685546
Bicolorana kraussi	7654741	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/7654741
Modestana modesta	4402805	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4402805
Montana macedonica	1693928	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1693928
Pachytrachis tumidus	4402779	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4402779
Pholidoptera ebneri	1695279	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695279
Pholidoptera rhodopensis	4402645	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4402645
Pholidoptera transsylvanica	1695277	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695277
Tessellana carinata	4402786	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4402786
Zeuneriana amplipennis	1688380	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688380
Arcyptera tornosi	5098470	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5098470
Chorthippus willemsei	1708376	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708376
Oropodisma macedonica	1704559	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1704559
Peripodisma tymphii	1710717	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710717
Pezotettix cypria	1710459	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710459
Sphingonotus crivellarii	4423248	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4423248
Stenobothrus clavatus	1710957	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710957
Xerohippus azami	1707978	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1707978
Xerohippus cyprius	1707983	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1707983
Xerohippus sinuosus	1707984	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1707984
Modicogryllus cyprius	1722231	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1722231
Glyphotmethis heldreichi	1698265	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1698265
Orchamus gracilis	1698560	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1698560
Isophya mavromoustakisi	1684325	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684325
Isophya thracica	1684361	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684361
Isophya tosevski	1684299	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684299
Poecilimon gracilioides	1688210	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688210
Poecilimon orbelicus	1688254	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688254
Pyrgomorpha cypria	1728614	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1728614
Vichetia knipperi	4402791	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4402791
Bucephaloptera cypria	1685930	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1685930
Conocephalus grebenchikovi	1683348	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683348
Exodrymadusa inornata	1684135	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684135
Gampsocleis abbreviata	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Metrioptera tsirojanni	1685552	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1685552
Modestana ebneri	4402806	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4402806
Metaplastes ornatus	1687733	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1687733
Acrida ungarica	1713668	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1713668
Eugryllodes escalerae	1716609	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1716609
Petaloptila fermini	1723409	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1723409
Gryllotalpa septemdecimchromosomica	1716173	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1716173
Paramogoplistes dentatus	1724242	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1724242
Chorthippus cialancensis	1708530	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708530
Chorthippus eisentrauti	1708162	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708162
Chorthippus sampeyrensis	1708531	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708531
Miramella carinthiaca	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Podisma dechambrei	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Pseudopodisma fieberi	1710331	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710331
Stenobothrus cotticus	1710942	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1710942
Barbitistes obtusus	1695064	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695064
Isophya brevicauda	1684382	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684382
Anonconotus alpinus	1683710	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683710
Anonconotus ghilianii	4402825	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4402825
Anonconotus italoaustriacus	1683715	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683715
Anonconotus ligustinus	1683708	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683708
Antaxius beieri	1683920	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683920
Antaxius difformis	1683914	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683914
Pholidoptera littoralis	1695283	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695283
Cophopodisma pyrenaea	1705589	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1705589
Euchorthippus chopardi	1699466	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699466
Euchorthippus elegantulus	1699491	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699491
Gomphoceridius brevipennis	1700252	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1700252
Omocestus antigai	1710742	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710742
Paracaloptenus bolivari	1702615	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1702615
Sphingonotus corsicus	1699642	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699642
Sphingonotus uvarovi	1699678	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699678
Stenobothrus festivus	1710945	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710945
Stenobothrus grammicus	1710971	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1710971
Eugryllodes pipiens	1716590	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1716590
Petaloptila aliena	1723410	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1723410
Gryllotalpa vineae	1716142	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1716142
Myrmecophilus myrmecophilus	5100636	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5100636
Dolichopoda azami	1729305	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1729305
Antaxius chopardi	1683917	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683917
Antaxius hispanicus	1683921	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683921
Callicrania ramburii	1693482	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1693482
Ephippiger diurnus	8356077	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/8356077
Ephippiger terrestris	1684059	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684059
Ephippigerida saussuriana	1693044	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1693044
Metrioptera buyssoni	1685548	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1685548
Metrioptera saussuriana	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Rhacocleis corsicana	4423367	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4423367
Zeuneriana abbreviata	1688384	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688384
Agriocnemis interrupta	1423143	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423143
Micropodisma salamandra	1710505	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710505
Sphingonotus personatus	1699588	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699588
Uromenus elegans	1692396	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1692396
Yersinella beybienkoi	1687504	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1687504
Potamonautes barbarai	9088269	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/9088269
Potamonautes barnardi	9053846	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/9053846
Potamonautes elgonensis	5972840	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5972840
Potamonautes lipkei	9147757	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9147757
Potamonautes mulanjeensis	8758873	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/8758873
Potamonautes namuliensis	9185099	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9185099
Potamonautes williamsi	5972823	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5972823
Foza manonae	9029316	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9029316
Foza ambohitra	5972855	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5972855
Glabrithelphusa angene	8925211	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8925211
Aeshna affinis	1425203	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1425203
Afroaeschna scotias	6242906	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242906
Copris matthewsi	4997477	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4997477
Onthophagus chevrolati	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Sympetrum ambiguum	1428271	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428271
Anax longipes	5051744	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051744
Celithemis fasciata	1428523	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428523
Aeshna isoceles	4513948	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4513948
Anax bangweuluensis	5051783	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051783
Anaciaeschna triangulifera	1424918	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424918
Anax chloromelas	5051743	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051743
Anax congoliath	5051746	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051746
Anax ephippiger	5791733	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791733
Anax imperator	5051775	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051775
Anax parthenope	5051752	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051752
Anax speratus	5051781	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5051781
Anax tristis	5051767	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5051767
Boyeria irene	1425137	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425137
Phalangacris alluaudi	1718815	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1718815
Gynacantha africana	1424790	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424790
Gynacantha bullata	1424687	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424687
Gynacantha cylindrata	1424730	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424730
Gynacantha immaculifrons	1424732	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424732
Gynacantha manderica	1424738	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424738
Gynacantha nigeriensis	1424785	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424785
Gynacantha sextans	1424704	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424704
Gynacantha usambarica	1424728	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424728
Gynacantha villosa	1424755	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424755
Heliaeschna cynthiae	1425023	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425023
Heliaeschna fuliginosa	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Heliaeschna sembe	1425021	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425021
Heliaeschna trinervulata	1425019	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1425019
Heliaeschna ugandica	1425033	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425033
Pinheyschna meruensis	6242926	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242926
Pinheyschna moori	6242928	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242928
Pinheyschna rileyi	6242923	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242923
Pinheyschna subpupillata	6242922	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242922
Zosteraeschna minuscula	6242911	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242911
Hypolobocera aequatorialis	5791251	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791251
Arcyptera brevipennis	5098471	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5098471
Calliptamus siciliae	1703332	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1703332
Troglophilus alanyaensis	8220468	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8220468
Pentaphlebia gamblesi	1427550	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427550
Pentaphlebia stahli	1427549	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427549
Calopteryx exul	5052018	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052018
Mesamphiagrion nataliae	8474255	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8474255
Chorthippus oschei	1708167	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708167
Euchorthippus declivus	1699474	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1699474
Miramella alpina	1704195	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1704195
Odontopodisma decipiens	1710224	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710224
Oedipoda germanica	1700335	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1700335
Rammeihippus dinaricus	1705332	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1705332
Stenobothrus rubicundulus	1710900	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1710900
Gryllomorpha uclensis	1719197	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1719197
Pteronemobius lineolatus	1717878	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1717878
Paramogoplistes novaki	1724239	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1724239
Asiotmethis tauricus	1698482	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1698482
Prionotropis hystrix	5098052	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5098052
Andreiniimon nuptialis	1692644	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1692644
Barbitistes constrictus	1695048	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695048
Barbitistes fischeri	1695061	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695061
Barbitistes serricauda	1695052	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1695052
Barbitistes yersini	1695059	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695059
Isophya modestior	1684290	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684290
Isophya speciosa	1684269	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684269
Leptophyes boscii	1688029	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688029
Leptophyes laticauda	1688014	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688014
Leptophyes punctatissima	1688020	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688020
Metaplastes pulchripennis	1687739	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1687739
Poecilimon affinis	1688109	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688109
Poecilimon brunneri	1688154	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688154
Poecilimon chopardi	1688128	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688128
Poecilimon ebneri	9010793	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/9010793
Poecilimon elegans	8287775	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/8287775
Poecilimon jonicus	1688178	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688178
Poecilimon macedonicus	1688270	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688270
Poecilimon ornatus	1688273	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688273
Poecilimon thoracicus	1688093	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1688093
Poecilimon zwicki	1688171	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688171
Polysarcus denticauda	1687559	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1687559
Polysarcus scutatus	1687557	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1687557
Tetrix undulata	1681247	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1681247
Bradyporus dasypus	1691203	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1691203
Ephippiger ephippiger	1684006	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1684006
Eupholidoptera chabrieri	1690276	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1690276
Eupholidoptera schmidti	5976815	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5976815
Meconema meridionale	1690429	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1690429
Meconema thalassinum	1690432	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1690432
Montana stricta	1693948	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1693948
Pachytrachis frater	1688483	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688483
Pachytrachis gracilis	1688490	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688490
Pachytrachis striolatus	1688486	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688486
Pholidoptera aptera	1695282	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695282
Pholidoptera dalmatica	1695271	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695271
Pholidoptera frivaldszkyi	7666233	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/7666233
Pholidoptera stankoi	1695265	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1695265
Roeseliana ambitiosa	1688964	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1688964
Saga campbelli	1683942	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1683942
Saga rammei	1683944	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1683944
Tessellana orina	1684415	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684415
Yersinella raymondii	4423428	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4423428
Calopteryx haemorrhoidalis	1427008	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427008
Phaon camerunensis	5052075	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052075
Phaon iridipennis	5052076	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5052076
Sapho bicolor	5052080	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052080
Sapho ciliata	5052087	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052087
Chorthippus jacobsi	1708384	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1708384
Chorthippus yersini	1708385	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708385
Sapho fumosa	5052083	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5052083
Oedipoda coerulea	1700344	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1700344
Sapho gloriosa	5052082	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052082
Omocestus panteli	1710752	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710752
Sphingonotus azurescens	1699866	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1699866
Sphingonotus imitans	1700669	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1700669
Sphingonotus lluciapomaresi	1699638	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699638
Sphingonotus lusitanicus	1699673	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1699673
Sphingonotus nodulosus	7596978	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/7596978
Sapho orichalcea	5052085	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052085
Stenobothrus bolivarii	1710953	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1710953
Sapho puella	5052084	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052084
Umma cincta	1427250	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1427250
Umma declivium	1427244	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427244
Umma electa	1427253	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427253
Umma femina	1427249	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427249
Umma longistigma	1427252	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427252
Umma mesostigma	1427245	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427245
Umma mesumbei	1427256	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427256
Umma purpurea	1427254	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1427254
Umma saphirina	1427251	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427251
Africocypha centripunctata	10612396	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10612396
Africocypha lacuselephantum	1426815	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426815
Chlorocypha aphrodite	1426969	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426969
Chlorocypha cancellata	1426942	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426942
Chlorocypha consueta	1426948	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426948
Platycypha crocea	11056663	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/11056663
Chlorocypha curta	1426961	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426961
Chlorocypha cyanifrons	1426951	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426951
Chlorocypha dahli	1426941	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426941
Chlorocypha dispar	1426964	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426964
Chlorocypha fabamacula	1426994	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426994
Chlorocypha frigida	1426987	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426987
Chlorocypha ghesquierei	1426981	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426981
Stenocypha gracilis	10728572	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10728572
Stenocypha hasta	10678353	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10678353
Chlorocypha helenae	1426945	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426945
Stenocypha jacksoni	10745307	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10745307
Chlorocypha luminosa	1426967	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426967
Stenocypha molindica	11063520	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/11063520
Chlorocypha neptunus	1426959	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426959
Chlorocypha pyriformosa	1426989	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426989
Chlorocypha radix	1426946	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426946
Chlorocypha rubida	1426958	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426958
Chlorocypha schmidti	1426974	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426974
Chlorocypha selysi	1426975	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426975
Chlorocypha seydeli	1426960	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426960
Stenocypha tenuis	9914811	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9914811
Chlorocypha trifaria	1426979	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426979
Chlorocypha victoriae	1426986	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426986
Chlorocypha wittei	1426993	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426993
Platycypha amboniensis	1426783	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426783
Platycypha auripes	1426778	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426778
Platycypha caligata	1426787	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426787
Platycypha eliseva	5791597	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791597
Platycypha fitzsimonsi	1426780	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426780
Platycypha lacustris	1426793	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426793
Platycypha picta	1426777	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426777
